Country,Year,Subcommodity,Production (in tonnes),Source
Thailand,1997,titanium ores and concentrates,0,USGS
Thailand,1998,ilmenite and leucoxene,0,USGS
Thailand,1998,titanium ores and concentrates,0,USGS
Thailand,1999,ilmenite and leucoxene,0,USGS
Thailand,1999,titanium ores and concentrates,0,USGS
Thailand,2000,ilmenite and leucoxene,0,USGS
Thailand,2000,titanium ores and concentrates,0,USGS
Thailand,2001,ilmenite and leucoxene,0,USGS
Thailand,2001,titanium ores and concentrates,0,USGS
Thailand,2002,ilmenite and leucoxene,0,USGS
Thailand,2002,titanium ores and concentrates,0,USGS
Thailand,2003,ilmenite and leucoxene,0,USGS
Thailand,2003,titanium ores and concentrates,0,USGS
Thailand,2004,ilmenite and leucoxene,0,USGS
Thailand,2004,titanium ores and concentrates,0,USGS
Thailand,2005,ilmenite and leucoxene,0,USGS
Thailand,2005,titanium ores and concentrates,0,USGS
Thailand,2006,ilmenite and leucoxene,0,USGS
Thailand,2006,titanium ores and concentrates,0,USGS
Thailand,2007,ilmenite and leucoxene,0,USGS
Thailand,2007,titanium ores and concentrates,0,USGS
Thailand,2008,ilmenite and leucoxene,0,USGS
Thailand,2008,titanium ores and concentrates,0,USGS
Thailand,2009,ilmenite and leucoxene,0,USGS
Thailand,2009,titanium ores and concentrates,0,USGS
Thailand,2010,ilmenite and leucoxene,0,USGS
Thailand,2010,titanium ores and concentrates,0,USGS
Thailand,2011,ilmenite and leucoxene,0,USGS
Thailand,2011,titanium ores and concentrates,0,USGS
Thailand,2012,ilmenite and leucoxene,0,USGS
Thailand,2012,titanium ores and concentrates,0,USGS
Thailand,2013,ilmenite and leucoxene,0,USGS
Thailand,2013,titanium ores and concentrates,0,USGS
Thailand,2014,ilmenite and leucoxene,0,USGS
Thailand,2014,titanium ores and concentrates,0,USGS
Thailand,2015,ilmenite and leucoxene,0,USGS
Thailand,2015,titanium ores and concentrates,0,USGS
Thailand,2016,ilmenite and leucoxene,0,USGS
Thailand,2016,titanium ores and concentrates,0,USGS
Thailand,2017,ilmenite and leucoxene,0,USGS
Thailand,2017,titanium ores and concentrates,0,USGS
Thailand,2018,ilmenite and leucoxene,0,USGS
Thailand,2018,titanium ores and concentrates,0,USGS
Thailand,2019,ilmenite and leucoxene,0,USGS
Thailand,2019,titanium ores and concentrates,0,USGS
Thailand,2020,ilmenite and leucoxene,0,USGS
Thailand,2020,titanium ores and concentrates,0,USGS
Thailand,2021,ilmenite and leucoxene,0,USGS
Thailand,2021,titanium ores and concentrates,0,USGS
Thailand,2022,ilmenite and leucoxene,0,USGS
Thailand,2022,titanium ores and concentrates,0,USGS
Turkey,1950,rutile,0,USGS
Turkey,1950,titanium ores and concentrates,0,USGS
Turkey,1951,rutile,0,USGS
Turkey,1951,titanium ores and concentrates,0,USGS
Turkey,1952,rutile,0,USGS
Turkey,1952,titanium ores and concentrates,0,USGS
Turkey,1953,rutile,0,USGS
Turkey,1953,titanium ores and concentrates,0,USGS
Turkey,1954,rutile,0,USGS
Turkey,1954,titanium ores and concentrates,0,USGS
Turkey,1955,rutile,0,USGS
Turkey,1955,titanium ores and concentrates,0,USGS
Turkey,1956,rutile,0,USGS
Turkey,1956,titanium ores and concentrates,0,USGS
Turkey,1957,rutile,0,USGS
Turkey,1957,titanium ores and concentrates,0,USGS
Turkey,1958,rutile,0,USGS
Turkey,1958,titanium ores and concentrates,0,USGS
Turkey,1959,rutile,0,USGS
Turkey,1959,titanium ores and concentrates,0,USGS
Turkey,1960,rutile,0,USGS
Turkey,1960,titanium ores and concentrates,0,USGS
Turkey,1961,rutile,0,USGS
Turkey,1961,titanium ores and concentrates,0,USGS
Turkey,1962,rutile,0,USGS
Turkey,1962,titanium ores and concentrates,0,USGS
Turkey,1963,rutile,0,USGS
Turkey,1963,titanium ores and concentrates,0,USGS
Turkey,1964,rutile,0,USGS
Turkey,1964,titanium ores and concentrates,0,USGS
Turkey,1965,rutile,0,USGS
Turkey,1965,titanium ores and concentrates,0,USGS
Turkey,1966,rutile,0,USGS
Turkey,1966,titanium ores and concentrates,0,USGS
Turkey,1967,rutile,0,USGS
Turkey,1967,titanium ores and concentrates,0,USGS
Turkey,1968,rutile,0,USGS
Turkey,1968,titanium ores and concentrates,0,USGS
Turkey,1969,rutile,0,USGS
Turkey,1969,titanium ores and concentrates,0,USGS
Turkey,1970,rutile,0,USGS
Turkey,1970,titanium ores and concentrates,0,USGS
Turkey,1971,rutile,0,USGS
Turkey,1971,titanium ores and concentrates,0,USGS
Turkey,1972,rutile,0,USGS
Turkey,1972,titanium ores and concentrates,0,USGS
Turkey,1973,rutile,0,USGS
Turkey,1973,titanium ores and concentrates,0,USGS
Turkey,1974,rutile,0,USGS
Turkey,1974,titanium ores and concentrates,0,USGS
Turkey,1975,rutile,0,USGS
Turkey,1975,titanium ores and concentrates,0,USGS
Turkey,1976,rutile,0,USGS
Turkey,1976,titanium ores and concentrates,0,USGS
Turkey,1977,rutile,0,USGS
Turkey,1977,titanium ores and concentrates,0,USGS
Turkey,1978,rutile,0,USGS
Turkey,1978,titanium ores and concentrates,0,USGS
Turkey,1979,rutile,0,USGS
Turkey,1979,titanium ores and concentrates,0,USGS
Turkey,1980,rutile,0,USGS
Turkey,1980,titanium ores and concentrates,0,USGS
Turkey,1981,rutile,0,USGS
Turkey,1981,titanium ores and concentrates,0,USGS
Turkey,1982,rutile,0,USGS
Turkey,1982,titanium ores and concentrates,0,USGS
Turkey,1983,rutile,0,USGS
Turkey,1983,titanium ores and concentrates,0,USGS
Turkey,1984,rutile,0,USGS
Turkey,1984,titanium ores and concentrates,0,USGS
Turkey,1985,rutile,0,USGS
Turkey,1985,titanium ores and concentrates,0,USGS
Turkey,1986,rutile,0,USGS
Turkey,1986,titanium ores and concentrates,0,USGS
Turkey,1987,rutile,0,USGS
Turkey,1987,titanium ores and concentrates,0,USGS
Turkey,1988,rutile,0,USGS
Turkey,1988,titanium ores and concentrates,0,USGS
Turkey,1989,rutile,0,USGS
Turkey,1989,titanium ores and concentrates,0,USGS
Turkey,1990,rutile,0,USGS
Turkey,1990,titanium ores and concentrates,0,USGS
Turkey,1991,rutile,0,USGS
Turkey,1991,titanium ores and concentrates,0,USGS
Turkey,1992,rutile,0,USGS
Turkey,1992,titanium ores and concentrates,0,USGS
Turkey,1993,rutile,0,USGS
Turkey,1993,titanium ores and concentrates,0,USGS
Turkey,1994,rutile,0,USGS
Turkey,1994,titanium ores and concentrates,0,USGS
Turkey,1995,rutile,0,USGS
Turkey,1995,titanium ores and concentrates,0,USGS
Turkey,1996,rutile,0,USGS
Turkey,1996,titanium ores and concentrates,0,USGS
Turkey,1997,rutile,0,USGS
Turkey,1997,titanium ores and concentrates,0,USGS
Turkey,1998,rutile,0,USGS
Turkey,1998,titanium ores and concentrates,0,USGS
Turkey,1999,rutile,0,USGS
Turkey,1999,titanium ores and concentrates,0,USGS
Turkey,2000,rutile,0,USGS
Turkey,2000,titanium ores and concentrates,0,USGS
Turkey,2001,rutile,0,USGS
Turkey,2001,titanium ores and concentrates,0,USGS
Turkey,2002,rutile,0,USGS
Turkey,2002,titanium ores and concentrates,0,USGS
Turkey,2003,rutile,0,USGS
Turkey,2003,titanium ores and concentrates,0,USGS
Turkey,2004,rutile,0,USGS
Turkey,2004,titanium ores and concentrates,0,USGS
Turkey,2005,rutile,0,USGS
Turkey,2005,titanium ores and concentrates,0,USGS
Turkey,2006,rutile,0,USGS
Turkey,2006,titanium ores and concentrates,0,USGS
Turkey,2007,rutile,0,USGS
Turkey,2007,titanium ores and concentrates,0,USGS
Turkey,2008,rutile,0,USGS
Turkey,2008,titanium ores and concentrates,0,USGS
Turkey,2009,rutile,0,USGS
Turkey,2009,titanium ores and concentrates,0,USGS
Turkey,2010,rutile,0,USGS
Turkey,2010,titanium ores and concentrates,0,USGS
Turkey,2011,rutile,0,USGS
Turkey,2011,titanium ores and concentrates,0,USGS
Turkey,2012,rutile,5000,USGS
Turkey,2012,titanium ores and concentrates,5000,USGS
Turkey,2013,rutile,5000,USGS
Turkey,2013,titanium ores and concentrates,5000,USGS
Turkey,2014,rutile,5000,USGS
Turkey,2014,titanium ores and concentrates,5000,USGS
Turkey,2015,rutile,5000,USGS
Turkey,2015,titanium ores and concentrates,5000,USGS
Turkey,2016,rutile,5000,USGS
Turkey,2016,titanium ores and concentrates,5000,USGS
Turkey,2017,rutile,6706,USGS
Turkey,2017,titanium ores and concentrates,6706,USGS
Turkey,2018,rutile,6498,USGS
Turkey,2018,titanium ores and concentrates,6498,USGS
Turkey,2019,rutile,6450,USGS
Turkey,2019,titanium ores and concentrates,6450,USGS
Turkey,2020,rutile,6795,USGS
Turkey,2020,titanium ores and concentrates,6795,USGS
Turkey,2021,rutile,7451,USGS
Turkey,2021,titanium ores and concentrates,7451,USGS
Turkey,2022,rutile,1100,USGS
Turkey,2022,titanium ores and concentrates,1100,USGS
Ukraine,1950,ilmenite and leucoxene,0,USGS
Ukraine,1950,rutile,0,USGS
Ukraine,1950,titanium ores and concentrates,0,USGS
Ukraine,1951,ilmenite and leucoxene,0,USGS
Ukraine,1951,rutile,0,USGS
Ukraine,1951,titanium ores and concentrates,0,USGS
Ukraine,1952,ilmenite and leucoxene,0,USGS
Ukraine,1952,rutile,0,USGS
Ukraine,1952,titanium ores and concentrates,0,USGS
Ukraine,1953,ilmenite and leucoxene,0,USGS
Ukraine,1953,rutile,0,USGS
Ukraine,1953,titanium ores and concentrates,0,USGS
Ukraine,1954,ilmenite and leucoxene,0,USGS
Ukraine,1954,rutile,0,USGS
Ukraine,1954,titanium ores and concentrates,0,USGS
Ukraine,1955,ilmenite and leucoxene,0,USGS
Ukraine,1955,rutile,0,USGS
Ukraine,1955,titanium ores and concentrates,0,USGS
