Country,Year,Subcommodity,Production (in tonnes),Source
Gambia,1959,titanium ores and concentrates,14553,USGS
Gambia,1960,ilmenite,0,USGS
Gambia,1960,ilmenite and leucoxene,0,USGS
Gambia,1960,titanium ores and concentrates,0,USGS
Gambia,1961,ilmenite,0,USGS
Gambia,1961,ilmenite and leucoxene,0,USGS
Gambia,1961,titanium ores and concentrates,0,USGS
Gambia,1962,ilmenite,0,USGS
Gambia,1962,ilmenite and leucoxene,0,USGS
Gambia,1962,titanium ores and concentrates,0,USGS
Gambia,1963,ilmenite,0,USGS
Gambia,1963,ilmenite and leucoxene,0,USGS
Gambia,1963,titanium ores and concentrates,0,USGS
Gambia,1964,ilmenite,0,USGS
Gambia,1964,ilmenite and leucoxene,0,USGS
Gambia,1964,titanium ores and concentrates,0,USGS
Gambia,1965,ilmenite,0,USGS
Gambia,1965,ilmenite and leucoxene,0,USGS
Gambia,1965,titanium ores and concentrates,0,USGS
Gambia,1966,ilmenite,0,USGS
Gambia,1966,ilmenite and leucoxene,0,USGS
Gambia,1966,titanium ores and concentrates,0,USGS
Gambia,1967,ilmenite,0,USGS
Gambia,1967,ilmenite and leucoxene,0,USGS
Gambia,1967,titanium ores and concentrates,0,USGS
Gambia,1968,ilmenite,0,USGS
Gambia,1968,ilmenite and leucoxene,0,USGS
Gambia,1968,titanium ores and concentrates,0,USGS
Gambia,1969,ilmenite,0,USGS
Gambia,1969,ilmenite and leucoxene,0,USGS
Gambia,1969,titanium ores and concentrates,0,USGS
Gambia,1970,ilmenite,0,USGS
Gambia,1970,ilmenite and leucoxene,0,USGS
Gambia,1970,titanium ores and concentrates,0,USGS
Gambia,1971,ilmenite,0,USGS
Gambia,1971,ilmenite and leucoxene,0,USGS
Gambia,1971,titanium ores and concentrates,0,USGS
Gambia,1972,ilmenite,0,USGS
Gambia,1972,ilmenite and leucoxene,0,USGS
Gambia,1972,titanium ores and concentrates,0,USGS
Gambia,1973,ilmenite,0,USGS
Gambia,1973,ilmenite and leucoxene,0,USGS
Gambia,1973,titanium ores and concentrates,0,USGS
Gambia,1974,ilmenite,0,USGS
Gambia,1974,ilmenite and leucoxene,0,USGS
Gambia,1974,titanium ores and concentrates,0,USGS
Gambia,1975,ilmenite,0,USGS
Gambia,1975,ilmenite and leucoxene,0,USGS
Gambia,1975,titanium ores and concentrates,0,USGS
Gambia,1976,ilmenite,0,USGS
Gambia,1976,ilmenite and leucoxene,0,USGS
Gambia,1976,titanium ores and concentrates,0,USGS
Gambia,1977,ilmenite,0,USGS
Gambia,1977,ilmenite and leucoxene,0,USGS
Gambia,1977,titanium ores and concentrates,0,USGS
Gambia,1978,ilmenite,0,USGS
Gambia,1978,ilmenite and leucoxene,0,USGS
Gambia,1978,titanium ores and concentrates,0,USGS
Gambia,1979,ilmenite,0,USGS
Gambia,1979,ilmenite and leucoxene,0,USGS
Gambia,1979,titanium ores and concentrates,0,USGS
Gambia,1980,ilmenite,0,USGS
Gambia,1980,ilmenite and leucoxene,0,USGS
Gambia,1980,titanium ores and concentrates,0,USGS
Gambia,1981,ilmenite,0,USGS
Gambia,1981,ilmenite and leucoxene,0,USGS
Gambia,1981,titanium ores and concentrates,0,USGS
Gambia,1982,ilmenite,0,USGS
Gambia,1982,ilmenite and leucoxene,0,USGS
Gambia,1982,titanium ores and concentrates,0,USGS
Gambia,1983,ilmenite,0,USGS
Gambia,1983,ilmenite and leucoxene,0,USGS
Gambia,1983,titanium ores and concentrates,0,USGS
Gambia,1984,ilmenite,0,USGS
Gambia,1984,ilmenite and leucoxene,0,USGS
Gambia,1984,titanium ores and concentrates,0,USGS
Gambia,1985,ilmenite,0,USGS
Gambia,1985,ilmenite and leucoxene,0,USGS
Gambia,1985,titanium ores and concentrates,0,USGS
Gambia,1986,ilmenite,0,USGS
Gambia,1986,ilmenite and leucoxene,0,USGS
Gambia,1986,titanium ores and concentrates,0,USGS
Gambia,1987,ilmenite,0,USGS
Gambia,1987,ilmenite and leucoxene,0,USGS
Gambia,1987,titanium ores and concentrates,0,USGS
Gambia,1988,ilmenite,0,USGS
Gambia,1988,ilmenite and leucoxene,0,USGS
Gambia,1988,titanium ores and concentrates,0,USGS
Gambia,1989,ilmenite,0,USGS
Gambia,1989,ilmenite and leucoxene,0,USGS
Gambia,1989,titanium ores and concentrates,0,USGS
Gambia,1990,ilmenite,0,USGS
Gambia,1990,ilmenite and leucoxene,0,USGS
Gambia,1990,titanium ores and concentrates,0,USGS
Gambia,1991,ilmenite,0,USGS
Gambia,1991,ilmenite and leucoxene,0,USGS
Gambia,1991,titanium ores and concentrates,0,USGS
Gambia,1992,ilmenite,0,USGS
Gambia,1992,ilmenite and leucoxene,0,USGS
Gambia,1992,titanium ores and concentrates,0,USGS
Gambia,1993,ilmenite,0,USGS
Gambia,1993,ilmenite and leucoxene,0,USGS
Gambia,1993,titanium ores and concentrates,0,USGS
Gambia,1994,ilmenite,0,USGS
Gambia,1994,ilmenite and leucoxene,0,USGS
Gambia,1994,titanium ores and concentrates,0,USGS
Gambia,1995,ilmenite,0,USGS
Gambia,1995,ilmenite and leucoxene,0,USGS
Gambia,1995,titanium ores and concentrates,0,USGS
Gambia,1996,ilmenite,0,USGS
Gambia,1996,ilmenite and leucoxene,0,USGS
Gambia,1996,titanium ores and concentrates,0,USGS
Gambia,1997,ilmenite,0,USGS
Gambia,1997,ilmenite and leucoxene,0,USGS
Gambia,1997,titanium ores and concentrates,0,USGS
Gambia,1998,ilmenite,0,USGS
Gambia,1998,ilmenite and leucoxene,0,USGS
Gambia,1998,titanium ores and concentrates,0,USGS
Gambia,1999,ilmenite,0,USGS
Gambia,1999,ilmenite and leucoxene,0,USGS
Gambia,1999,titanium ores and concentrates,0,USGS
Gambia,2000,ilmenite,0,USGS
Gambia,2000,ilmenite and leucoxene,0,USGS
Gambia,2000,titanium ores and concentrates,0,USGS
Gambia,2001,ilmenite,0,USGS
Gambia,2001,ilmenite and leucoxene,0,USGS
Gambia,2001,titanium ores and concentrates,0,USGS
Gambia,2002,ilmenite,0,USGS
Gambia,2002,ilmenite and leucoxene,0,USGS
Gambia,2002,titanium ores and concentrates,0,USGS
Gambia,2003,ilmenite,0,USGS
Gambia,2003,ilmenite and leucoxene,0,USGS
Gambia,2003,titanium ores and concentrates,0,USGS
Gambia,2004,ilmenite,0,USGS
Gambia,2004,ilmenite and leucoxene,0,USGS
Gambia,2004,titanium ores and concentrates,0,USGS
Gambia,2005,ilmenite,0,USGS
Gambia,2005,ilmenite and leucoxene,0,USGS
Gambia,2005,titanium ores and concentrates,0,USGS
Gambia,2006,ilmenite,0,USGS
Gambia,2006,ilmenite and leucoxene,0,USGS
Gambia,2006,titanium ores and concentrates,0,USGS
Gambia,2007,ilmenite,0,USGS
Gambia,2007,ilmenite and leucoxene,0,USGS
Gambia,2007,titanium ores and concentrates,0,USGS
Gambia,2008,ilmenite,0,USGS
Gambia,2008,ilmenite and leucoxene,0,USGS
Gambia,2008,titanium ores and concentrates,0,USGS
Gambia,2009,ilmenite,0,USGS
Gambia,2009,ilmenite and leucoxene,0,USGS
Gambia,2009,titanium ores and concentrates,0,USGS
Gambia,2010,ilmenite,0,USGS
Gambia,2010,ilmenite and leucoxene,0,USGS
Gambia,2010,titanium ores and concentrates,0,USGS
Gambia,2011,ilmenite,0,USGS
Gambia,2011,ilmenite and leucoxene,0,USGS
Gambia,2011,titanium ores and concentrates,0,USGS
Gambia,2012,ilmenite,0,USGS
Gambia,2012,ilmenite and leucoxene,0,USGS
Gambia,2012,titanium ores and concentrates,0,USGS
Gambia,2013,ilmenite,0,USGS
Gambia,2013,ilmenite and leucoxene,0,USGS
Gambia,2013,titanium ores and concentrates,0,USGS
Gambia,2014,ilmenite,0,USGS
Gambia,2014,ilmenite and leucoxene,0,USGS
Gambia,2014,titanium ores and concentrates,0,USGS
Gambia,2015,ilmenite,0,USGS
Gambia,2015,ilmenite and leucoxene,0,USGS
Gambia,2015,titanium ores and concentrates,0,USGS
Gambia,2016,ilmenite,0,USGS
Gambia,2016,ilmenite and leucoxene,0,USGS
Gambia,2016,titanium ores and concentrates,0,USGS
Gambia,2017,ilmenite,0,USGS
Gambia,2017,ilmenite and leucoxene,0,USGS
Gambia,2017,titanium ores and concentrates,0,USGS
Gambia,2018,ilmenite,0,USGS
Gambia,2018,ilmenite and leucoxene,0,USGS
Gambia,2018,titanium ores and concentrates,0,USGS
Gambia,2019,ilmenite,0,USGS
Gambia,2019,ilmenite and leucoxene,0,USGS
Gambia,2019,titanium ores and concentrates,0,USGS
Gambia,2020,ilmenite,0,USGS
Gambia,2020,ilmenite and leucoxene,0,USGS
Gambia,2020,titanium ores and concentrates,0,USGS
Gambia,2021,ilmenite,0,USGS
Gambia,2021,ilmenite and leucoxene,0,USGS
Gambia,2021,titanium ores and concentrates,0,USGS
Gambia,2022,ilmenite,0,USGS
Gambia,2022,ilmenite and leucoxene,0,USGS
Gambia,2022,titanium ores and concentrates,0,USGS
India,1950,ilmenite and leucoxene,238183,USGS
India,1950,rutile,41,USGS
India,1950,titanium ores and concentrates,238224,USGS
India,1951,ilmenite and leucoxene,250975,USGS
India,1951,rutile,51,USGS
India,1951,titanium ores and concentrates,251026,USGS
India,1952,ilmenite and leucoxene,251883,USGS
India,1952,rutile,164,USGS
India,1952,titanium ores and concentrates,252047,USGS
India,1953,ilmenite and leucoxene,241091,USGS
India,1953,rutile,117,USGS
India,1953,titanium ores and concentrates,241208,USGS
India,1954,ilmenite and leucoxene,269375,USGS
India,1954,rutile,117,USGS
India,1954,titanium ores and concentrates,269492,USGS
India,1955,ilmenite and leucoxene,280867,USGS
India,1955,rutile,166,USGS
India,1955,titanium ores and concentrates,281033,USGS
India,1956,ilmenite and leucoxene,375861,USGS
India,1956,rutile,606,USGS
India,1956,titanium ores and concentrates,376467,USGS
India,1957,ilmenite and leucoxene,331768,USGS
India,1957,rutile,530,USGS
India,1957,titanium ores and concentrates,332298,USGS
India,1958,ilmenite and leucoxene,346260,USGS
India,1958,rutile,503,USGS
India,1958,titanium ores and concentrates,346763,USGS
India,1959,ilmenite and leucoxene,334024,USGS
India,1959,rutile,429,USGS
India,1959,titanium ores and concentrates,334453,USGS
India,1960,ilmenite and leucoxene,275303,USGS
India,1960,rutile,1082,USGS
India,1960,titanium ores and concentrates,276385,USGS
India,1961,ilmenite and leucoxene,192018,USGS
India,1961,rutile,898,USGS
India,1961,titanium ores and concentrates,192916,USGS
India,1962,ilmenite and leucoxene,152241,USGS
India,1962,rutile,1781,USGS
India,1962,titanium ores and concentrates,154022,USGS
India,1963,ilmenite and leucoxene,28619,USGS
India,1963,rutile,2062,USGS
India,1963,titanium ores and concentrates,30681,USGS
India,1964,ilmenite and leucoxene,13273,USGS
India,1964,rutile,2062,USGS
India,1964,titanium ores and concentrates,15335,USGS
India,1965,ilmenite and leucoxene,33132,USGS
India,1965,rutile,1452,USGS
India,1965,titanium ores and concentrates,34584,USGS
India,1966,ilmenite and leucoxene,33253,USGS
India,1966,rutile,2002,USGS
India,1966,titanium ores and concentrates,35255,USGS
India,1967,ilmenite and leucoxene,45840,USGS
India,1967,rutile,2798,USGS
India,1967,titanium ores and concentrates,48638,USGS
India,1968,ilmenite and leucoxene,64733,USGS
India,1968,rutile,2961,USGS
India,1968,titanium ores and concentrates,67694,USGS
India,1969,ilmenite and leucoxene,56708,USGS
India,1969,rutile,2751,USGS
India,1969,titanium ores and concentrates,59459,USGS
India,1970,ilmenite and leucoxene,86000,USGS
India,1970,rutile,2400,USGS
India,1970,titanium ores and concentrates,88400,USGS
India,1971,ilmenite and leucoxene,72752,USGS
India,1971,rutile,3210,USGS
India,1971,titanium ores and concentrates,75962,USGS
India,1972,ilmenite and leucoxene,100387,USGS
India,1972,rutile,3379,USGS
India,1972,titanium ores and concentrates,103766,USGS
India,1973,ilmenite and leucoxene,85088,USGS
India,1973,rutile,3748,USGS
India,1973,titanium ores and concentrates,88836,USGS
India,1974,ilmenite and leucoxene,146000,USGS
India,1974,rutile,6400,USGS
India,1974,titanium ores and concentrates,152400,USGS
India,1975,ilmenite and leucoxene,90000,USGS
India,1975,rutile,4000,USGS
India,1975,titanium ores and concentrates,94000,USGS
India,1976,ilmenite and leucoxene,90000,USGS
India,1976,rutile,4000,USGS
India,1976,titanium ores and concentrates,94000,USGS
India,1977,ilmenite and leucoxene,151402,USGS
India,1977,rutile,6053,USGS
India,1977,titanium ores and concentrates,157455,USGS
India,1978,ilmenite and leucoxene,178063,USGS
India,1978,rutile,6239,USGS
India,1978,titanium ores and concentrates,184302,USGS
India,1979,ilmenite and leucoxene,161867,USGS
India,1979,rutile,5445,USGS
India,1979,titanium ores and concentrates,167312,USGS
India,1980,ilmenite and leucoxene,185078,USGS
India,1980,rutile,5808,USGS
India,1980,titanium ores and concentrates,190886,USGS
India,1981,ilmenite and leucoxene,179141,USGS
India,1981,rutile,7397,USGS
India,1981,titanium ores and concentrates,186538,USGS
India,1982,ilmenite and leucoxene,168563,USGS
India,1982,rutile,6374,USGS
India,1982,titanium ores and concentrates,174937,USGS
India,1983,ilmenite and leucoxene,0,USGS
India,1983,rutile,6100,USGS
India,1983,titanium ores and concentrates,6100,USGS
India,1984,ilmenite and leucoxene,154323,USGS
India,1984,rutile,6600,USGS
India,1984,titanium ores and concentrates,160923,USGS
India,1985,ilmenite and leucoxene,143000,USGS
India,1985,rutile,6800,USGS
India,1985,titanium ores and concentrates,149800,USGS
India,1986,ilmenite and leucoxene,140000,USGS
India,1986,rutile,7000,USGS
India,1986,titanium ores and concentrates,147000,USGS
India,1987,ilmenite and leucoxene,140000,USGS
India,1987,rutile,7000,USGS
India,1987,titanium ores and concentrates,147000,USGS
India,1988,ilmenite and leucoxene,229693,USGS
India,1988,rutile,9584,USGS
India,1988,titanium ores and concentrates,239277,USGS
India,1989,ilmenite and leucoxene,240656,USGS
India,1989,rutile,9931,USGS
India,1989,titanium ores and concentrates,250587,USGS
India,1990,ilmenite and leucoxene,280000,USGS
India,1990,rutile,11000,USGS
India,1990,titanium ores and concentrates,291000,USGS
India,1991,ilmenite and leucoxene,311537,USGS
India,1991,rutile,13633,USGS
India,1991,titanium ores and concentrates,325170,USGS
India,1992,ilmenite and leucoxene,300000,USGS
India,1992,rutile,10000,USGS
India,1992,titanium ores and concentrates,310000,USGS
India,1993,ilmenite and leucoxene,320000,USGS
India,1993,rutile,13900,USGS
India,1993,titanium ores and concentrates,333900,USGS
India,1994,ilmenite and leucoxene,290000,USGS
India,1994,rutile,13000,USGS
India,1994,titanium ores and concentrates,303000,USGS
India,1995,ilmenite and leucoxene,290000,USGS
India,1995,rutile,14000,USGS
India,1995,titanium ores and concentrates,304000,USGS
India,1996,ilmenite and leucoxene,330000,USGS
India,1996,rutile,15000,USGS
India,1996,titanium ores and concentrates,345000,USGS
India,1997,ilmenite and leucoxene,332000,USGS
India,1997,rutile,14000,USGS
India,1997,titanium ores and concentrates,346000,USGS
India,1998,ilmenite and leucoxene,378000,USGS
India,1998,rutile,16000,USGS
India,1998,titanium ores and concentrates,394000,USGS
India,1999,ilmenite and leucoxene,378000,USGS
India,1999,rutile,16000,USGS
India,1999,titanium ores and concentrates,394000,USGS
India,2000,ilmenite and leucoxene,380000,USGS
India,2000,rutile,17000,USGS
India,2000,titanium ores and concentrates,397000,USGS
India,2001,ilmenite and leucoxene,430000,USGS
India,2001,rutile,19000,USGS
India,2001,titanium ores and concentrates,449000,USGS
India,2002,ilmenite and leucoxene,460000,USGS
India,2002,rutile,18000,USGS
India,2002,titanium ores and concentrates,478000,USGS
India,2003,ilmenite and leucoxene,562000,USGS
India,2003,rutile,18000,USGS
India,2003,titanium ores and concentrates,580000,USGS
India,2004,ilmenite and leucoxene,621000,USGS
India,2004,rutile,19600,USGS
India,2004,titanium ores and concentrates,640600,USGS
India,2005,ilmenite and leucoxene,686000,USGS
India,2005,rutile,20100,USGS
India,2005,titanium ores and concentrates,706100,USGS
India,2006,ilmenite and leucoxene,690000,USGS
India,2006,rutile,21000,USGS
India,2006,titanium ores and concentrates,711000,USGS
India,2007,ilmenite and leucoxene,700000,USGS
India,2007,rutile,21000,USGS
India,2007,titanium ores and concentrates,721000,USGS
India,2008,ilmenite and leucoxene,610000,USGS
India,2008,rutile,21000,USGS
India,2008,titanium ores and concentrates,631000,USGS
India,2009,ilmenite and leucoxene,700000,USGS
India,2009,rutile,21000,USGS
India,2009,titanium ores and concentrates,721000,USGS
India,2010,ilmenite and leucoxene,729000,USGS
India,2010,rutile,19100,USGS
India,2010,titanium ores and concentrates,748100,USGS
India,2011,ilmenite and leucoxene,550000,USGS
India,2011,rutile,18800,USGS
India,2011,titanium ores and concentrates,568800,USGS
India,2012,ilmenite and leucoxene,340000,USGS
India,2012,rutile,24000,USGS
India,2012,titanium ores and concentrates,364000,USGS
India,2013,ilmenite and leucoxene,436000,USGS
India,2013,rutile,14500,USGS
India,2013,titanium ores and concentrates,450500,USGS
India,2014,ilmenite and leucoxene,663000,USGS
India,2014,rutile,15100,USGS
India,2014,titanium ores and concentrates,678100,USGS
India,2015,ilmenite and leucoxene,552000,USGS
India,2015,rutile,16400,USGS
India,2015,titanium ores and concentrates,568400,USGS
India,2016,ilmenite and leucoxene,618000,USGS
India,2016,rutile,16200,USGS
India,2016,titanium ores and concentrates,634200,USGS
India,2017,ilmenite and leucoxene,360000,USGS
India,2017,rutile,13000,USGS
India,2017,titanium ores and concentrates,373000,USGS
India,2018,ilmenite and leucoxene,290000,USGS
India,2018,rutile,12000,USGS
India,2018,titanium ores and concentrates,302000,USGS
India,2019,ilmenite and leucoxene,310000,USGS
India,2019,rutile,13000,USGS
India,2019,titanium ores and concentrates,323000,USGS
India,2020,ilmenite and leucoxene,350000,USGS
India,2020,rutile,13000,USGS
India,2020,titanium ores and concentrates,363000,USGS
India,2021,ilmenite and leucoxene,350000,USGS
India,2021,rutile,13000,USGS
India,2021,titanium ores and concentrates,363000,USGS
India,2022,ilmenite and leucoxene,350000,USGS
India,2022,rutile,13000,USGS
India,2022,titanium ores and concentrates,363000,USGS
Indonesia,1950,ilmenite and leucoxene,0,USGS
Indonesia,1950,titanium ores and concentrates,0,USGS
Indonesia,1951,ilmenite and leucoxene,0,USGS
Indonesia,1951,titanium ores and concentrates,0,USGS
Indonesia,1952,ilmenite and leucoxene,0,USGS
Indonesia,1952,titanium ores and concentrates,0,USGS
Indonesia,1953,ilmenite and leucoxene,0,USGS
Indonesia,1953,titanium ores and concentrates,0,USGS
Indonesia,1954,ilmenite and leucoxene,0,USGS
Indonesia,1954,titanium ores and concentrates,0,USGS
Indonesia,1955,ilmenite and leucoxene,0,USGS
Indonesia,1955,titanium ores and concentrates,0,USGS
Indonesia,1956,ilmenite and leucoxene,0,USGS
Indonesia,1956,titanium ores and concentrates,0,USGS
Indonesia,1957,ilmenite and leucoxene,0,USGS
Indonesia,1957,titanium ores and concentrates,0,USGS
Indonesia,1958,ilmenite and leucoxene,0,USGS
Indonesia,1958,titanium ores and concentrates,0,USGS
Indonesia,1959,ilmenite and leucoxene,0,USGS
Indonesia,1959,titanium ores and concentrates,0,USGS
Indonesia,1960,ilmenite and leucoxene,0,USGS
Indonesia,1960,titanium ores and concentrates,0,USGS
Indonesia,1961,ilmenite and leucoxene,0,USGS
Indonesia,1961,titanium ores and concentrates,0,USGS
Indonesia,1962,ilmenite and leucoxene,0,USGS
Indonesia,1962,titanium ores and concentrates,0,USGS
Indonesia,1963,ilmenite and leucoxene,0,USGS
Indonesia,1963,titanium ores and concentrates,0,USGS
Indonesia,1964,ilmenite and leucoxene,0,USGS
Indonesia,1964,titanium ores and concentrates,0,USGS
Indonesia,1965,ilmenite and leucoxene,0,USGS
Indonesia,1965,titanium ores and concentrates,0,USGS
Indonesia,1966,ilmenite and leucoxene,0,USGS
Indonesia,1966,titanium ores and concentrates,0,USGS
Indonesia,1967,ilmenite and leucoxene,0,USGS
Indonesia,1967,titanium ores and concentrates,0,USGS
Indonesia,1968,ilmenite and leucoxene,0,USGS
Indonesia,1968,titanium ores and concentrates,0,USGS
Indonesia,1969,ilmenite and leucoxene,0,USGS
Indonesia,1969,titanium ores and concentrates,0,USGS
Indonesia,1970,ilmenite and leucoxene,0,USGS
Indonesia,1970,titanium ores and concentrates,0,USGS
Indonesia,1971,ilmenite and leucoxene,0,USGS
Indonesia,1971,titanium ores and concentrates,0,USGS
Indonesia,1972,ilmenite and leucoxene,0,USGS
Indonesia,1972,titanium ores and concentrates,0,USGS
Indonesia,1973,ilmenite and leucoxene,0,USGS
Indonesia,1973,titanium ores and concentrates,0,USGS
Indonesia,1974,ilmenite and leucoxene,0,USGS
Indonesia,1974,titanium ores and concentrates,0,USGS
Indonesia,1975,ilmenite and leucoxene,0,USGS
Indonesia,1975,titanium ores and concentrates,0,USGS
Indonesia,1976,ilmenite and leucoxene,0,USGS
Indonesia,1976,titanium ores and concentrates,0,USGS
Indonesia,1977,ilmenite and leucoxene,0,USGS
Indonesia,1977,titanium ores and concentrates,0,USGS
Indonesia,1978,ilmenite and leucoxene,0,USGS
Indonesia,1978,titanium ores and concentrates,0,USGS
Indonesia,1979,ilmenite and leucoxene,0,USGS
Indonesia,1979,titanium ores and concentrates,0,USGS
Indonesia,1980,ilmenite and leucoxene,0,USGS
Indonesia,1980,titanium ores and concentrates,0,USGS
Indonesia,1981,ilmenite and leucoxene,0,USGS
Indonesia,1981,titanium ores and concentrates,0,USGS
Indonesia,1982,ilmenite and leucoxene,0,USGS
Indonesia,1982,titanium ores and concentrates,0,USGS
Indonesia,1983,ilmenite and leucoxene,0,USGS
Indonesia,1983,titanium ores and concentrates,0,USGS
Indonesia,1984,ilmenite and leucoxene,0,USGS
Indonesia,1984,titanium ores and concentrates,0,USGS
Indonesia,1985,ilmenite and leucoxene,0,USGS
Indonesia,1985,titanium ores and concentrates,0,USGS
Indonesia,1986,ilmenite and leucoxene,0,USGS
Indonesia,1986,titanium ores and concentrates,0,USGS
Indonesia,1987,ilmenite and leucoxene,0,USGS
Indonesia,1987,titanium ores and concentrates,0,USGS
Indonesia,1988,ilmenite and leucoxene,0,USGS
Indonesia,1988,titanium ores and concentrates,0,USGS
Indonesia,1989,ilmenite and leucoxene,0,USGS
Indonesia,1989,titanium ores and concentrates,0,USGS
Indonesia,1990,ilmenite and leucoxene,0,USGS
Indonesia,1990,titanium ores and concentrates,0,USGS
Indonesia,1991,ilmenite and leucoxene,0,USGS
Indonesia,1991,titanium ores and concentrates,0,USGS
Indonesia,1992,ilmenite and leucoxene,0,USGS
Indonesia,1992,titanium ores and concentrates,0,USGS
Indonesia,1993,ilmenite and leucoxene,0,USGS
Indonesia,1993,titanium ores and concentrates,0,USGS
Indonesia,1994,ilmenite and leucoxene,0,USGS
Indonesia,1994,titanium ores and concentrates,0,USGS
Indonesia,1995,ilmenite and leucoxene,0,USGS
Indonesia,1995,titanium ores and concentrates,0,USGS
Indonesia,1996,ilmenite and leucoxene,0,USGS
Indonesia,1996,titanium ores and concentrates,0,USGS
Indonesia,1997,ilmenite and leucoxene,0,USGS
Indonesia,1997,titanium ores and concentrates,0,USGS
Indonesia,1998,ilmenite and leucoxene,0,USGS
Indonesia,1998,titanium ores and concentrates,0,USGS
Indonesia,1999,ilmenite and leucoxene,0,USGS
Indonesia,1999,titanium ores and concentrates,0,USGS
Indonesia,2000,ilmenite and leucoxene,0,USGS
Indonesia,2000,titanium ores and concentrates,0,USGS
Indonesia,2001,ilmenite and leucoxene,0,USGS
Indonesia,2001,titanium ores and concentrates,0,USGS
Indonesia,2002,ilmenite and leucoxene,0,USGS
Indonesia,2002,titanium ores and concentrates,0,USGS
Indonesia,2003,ilmenite and leucoxene,0,USGS
Indonesia,2003,titanium ores and concentrates,0,USGS
Indonesia,2004,ilmenite and leucoxene,0,USGS
Indonesia,2004,titanium ores and concentrates,0,USGS
Indonesia,2005,ilmenite and leucoxene,0,USGS
Indonesia,2005,titanium ores and concentrates,0,USGS
Indonesia,2006,ilmenite and leucoxene,0,USGS
Indonesia,2006,titanium ores and concentrates,0,USGS
Indonesia,2007,ilmenite and leucoxene,0,USGS
Indonesia,2007,titanium ores and concentrates,0,USGS
Indonesia,2008,ilmenite and leucoxene,9000,USGS
Indonesia,2008,titanium ores and concentrates,9000,USGS
Indonesia,2009,ilmenite and leucoxene,9000,USGS
Indonesia,2009,titanium ores and concentrates,9000,USGS
Indonesia,2010,ilmenite and leucoxene,60000,USGS
Indonesia,2010,titanium ores and concentrates,60000,USGS
Indonesia,2011,ilmenite and leucoxene,18000,USGS
Indonesia,2011,titanium ores and concentrates,18000,USGS
Indonesia,2012,ilmenite and leucoxene,103000,USGS
Indonesia,2012,titanium ores and concentrates,103000,USGS
Indonesia,2013,ilmenite and leucoxene,26633,USGS
Indonesia,2013,titanium ores and concentrates,26633,USGS
Indonesia,2014,ilmenite and leucoxene,1485,USGS
Indonesia,2014,titanium ores and concentrates,1485,USGS
Indonesia,2015,ilmenite and leucoxene,23000,USGS
Indonesia,2015,titanium ores and concentrates,23000,USGS
Indonesia,2016,ilmenite and leucoxene,20000,USGS
Indonesia,2016,titanium ores and concentrates,20000,USGS
Indonesia,2017,ilmenite and leucoxene,20000,USGS
Indonesia,2017,titanium ores and concentrates,20000,USGS
Indonesia,2018,ilmenite and leucoxene,2000,USGS
Indonesia,2018,titanium ores and concentrates,2000,USGS
Indonesia,2019,ilmenite and leucoxene,4000,USGS
Indonesia,2019,titanium ores and concentrates,4000,USGS
Indonesia,2020,ilmenite and leucoxene,3000,USGS
Indonesia,2020,titanium ores and concentrates,3000,USGS
Indonesia,2021,ilmenite and leucoxene,90000,USGS
Indonesia,2021,titanium ores and concentrates,90000,USGS
Indonesia,2022,ilmenite and leucoxene,40000,USGS
Indonesia,2022,titanium ores and concentrates,40000,USGS
Japan,1950,titanium slag,-1,USGS
Japan,1951,titanium slag,0,USGS
Japan,1952,titanium slag,660,USGS
Japan,1953,titanium slag,3199,USGS
Japan,1954,titanium slag,2638,USGS
Japan,1955,titanium slag,5097,USGS
Japan,1956,titanium slag,9634,USGS
Japan,1957,titanium slag,8998,USGS
Japan,1958,titanium slag,3932,USGS
Japan,1959,titanium slag,3445,USGS
Japan,1960,titanium slag,1444,USGS
Japan,1961,titanium slag,1774,USGS
Japan,1962,titanium slag,578,USGS
Japan,1963,titanium slag,963,USGS
Japan,1964,titanium slag,2161,USGS
Japan,1965,titanium slag,3190,USGS
Japan,1966,titanium slag,3867,USGS
Japan,1967,titanium slag,6298,USGS
Japan,1968,titanium slag,4624,USGS
Japan,1969,ilmenite,4482,USGS
Japan,1969,ilmenite and leucoxene,4482,USGS
Japan,1969,titanium slag,5617,USGS
Japan,1970,ilmenite,3467,USGS
Japan,1970,ilmenite and leucoxene,3467,USGS
Japan,1970,titanium slag,8683,USGS
Japan,1971,ilmenite,2619,USGS
Japan,1971,ilmenite and leucoxene,2619,USGS
Japan,1971,titanium slag,6097,USGS
Japan,1972,ilmenite,2331,USGS
Japan,1972,ilmenite and leucoxene,2331,USGS
Japan,1972,titanium slag,3668,USGS
Japan,1973,titanium slag,4690,USGS
Japan,1974,titanium slag,4855,USGS
Japan,1975,titanium slag,4942,USGS
Japan,1976,titanium slag,3843,USGS
Japan,1977,titanium slag,1354,USGS
Japan,1978,titanium slag,193,USGS
Japan,1979,titanium slag,198,USGS
Japan,1980,ilmenite,0,USGS
Japan,1980,ilmenite and leucoxene,0,USGS
Japan,1980,titanium ores and concentrates,0,USGS
Japan,1980,titanium slag,0,USGS
Japan,1981,ilmenite,0,USGS
Japan,1981,ilmenite and leucoxene,0,USGS
Japan,1981,titanium ores and concentrates,0,USGS
Japan,1981,titanium slag,0,USGS
Japan,1982,ilmenite,0,USGS
