Country,Year,Sub-commodity,Quantity in metric tons,Source
Norway,2014,Ilmenite,863660,BGS
Norway,2014,titanium ores and concentrates,863660,BGS
Norway,2015,Ilmenite,630323,BGS
Norway,2015,titanium ores and concentrates,630323,BGS
Norway,2016,Ilmenite,630000,BGS
Norway,2016,titanium ores and concentrates,630000,BGS
Norway,2017,Ilmenite,630000,BGS
Norway,2017,titanium ores and concentrates,630000,BGS
Norway,2018,Ilmenite,630000,BGS
Norway,2018,titanium ores and concentrates,630000,BGS
Norway,2019,Ilmenite,630000,BGS
Norway,2019,titanium ores and concentrates,630000,BGS
Norway,2020,Ilmenite,522221,BGS
Norway,2020,titanium ores and concentrates,522221,BGS
Norway,2021,Ilmenite,671833,BGS
Norway,2021,titanium ores and concentrates,671833,BGS
Norway,2022,Ilmenite,615995,BGS
Norway,2022,titanium ores and concentrates,615995,BGS
Portugal,1970,titanium ores and concentrates,238,BGS
Portugal,1971,titanium ores and concentrates,890,BGS
Portugal,1972,titanium ores and concentrates,752,BGS
Portugal,1973,titanium ores and concentrates,610,BGS
Portugal,1974,titanium ores and concentrates,274,BGS
Portugal,1975,titanium ores and concentrates,212,BGS
Portugal,1976,titanium ores and concentrates,367,BGS
Portugal,1977,titanium ores and concentrates,229,BGS
Portugal,1978,titanium ores and concentrates,251,BGS
Portugal,1979,titanium ores and concentrates,268,BGS
Portugal,1980,titanium ores and concentrates,232,BGS
Portugal,1981,titanium ores and concentrates,334,BGS
Portugal,1982,titanium ores and concentrates,472,BGS
Portugal,1983,titanium ores and concentrates,247,BGS
Portugal,1984,titanium ores and concentrates,164,BGS
Portugal,1985,titanium ores and concentrates,227,BGS
Portugal,1986,titanium ores and concentrates,232,BGS
Portugal,1987,titanium ores and concentrates,141,BGS
Portugal,1988,titanium ores and concentrates,59,BGS
Portugal,1989,titanium ores and concentrates,81,BGS
Portugal,1990,titanium ores and concentrates,43,BGS
Portugal,1991,titanium ores and concentrates,9,BGS
Portugal,1992,titanium ores and concentrates,0,BGS
Portugal,1993,titanium ores and concentrates,0,BGS
Portugal,1994,titanium ores and concentrates,0,BGS
Portugal,1995,titanium ores and concentrates,0,BGS
Portugal,1996,titanium ores and concentrates,0,BGS
Portugal,1997,titanium ores and concentrates,0,BGS
Portugal,1998,titanium ores and concentrates,0,BGS
Portugal,1999,titanium ores and concentrates,0,BGS
Portugal,2000,titanium ores and concentrates,0,BGS
Portugal,2001,titanium ores and concentrates,0,BGS
Portugal,2002,titanium ores and concentrates,0,BGS
Portugal,2003,titanium ores and concentrates,0,BGS
Portugal,2004,titanium ores and concentrates,0,BGS
Portugal,2005,titanium ores and concentrates,0,BGS
Portugal,2006,titanium ores and concentrates,0,BGS
Portugal,2007,titanium ores and concentrates,0,BGS
Portugal,2008,titanium ores and concentrates,0,BGS
Portugal,2009,titanium ores and concentrates,0,BGS
Portugal,2010,titanium ores and concentrates,0,BGS
Portugal,2011,titanium ores and concentrates,0,BGS
Portugal,2012,titanium ores and concentrates,0,BGS
Portugal,2013,titanium ores and concentrates,0,BGS
Portugal,2014,titanium ores and concentrates,0,BGS
Portugal,2015,titanium ores and concentrates,0,BGS
Portugal,2016,titanium ores and concentrates,0,BGS
Portugal,2017,titanium ores and concentrates,0,BGS
Portugal,2018,titanium ores and concentrates,0,BGS
Portugal,2019,titanium ores and concentrates,0,BGS
Portugal,2020,titanium ores and concentrates,0,BGS
Portugal,2021,titanium ores and concentrates,0,BGS
Portugal,2022,titanium ores and concentrates,0,BGS
Russia,1970,Ilmenite,0,BGS
Russia,1970,titanium ores and concentrates,0,BGS
Russia,1971,Ilmenite,0,BGS
Russia,1971,titanium ores and concentrates,0,BGS
Russia,1972,Ilmenite,0,BGS
Russia,1972,titanium ores and concentrates,0,BGS
Russia,1973,Ilmenite,0,BGS
Russia,1973,titanium ores and concentrates,0,BGS
Russia,1974,Ilmenite,0,BGS
Russia,1974,titanium ores and concentrates,0,BGS
Russia,1975,Ilmenite,0,BGS
Russia,1975,titanium ores and concentrates,0,BGS
Russia,1976,Ilmenite,0,BGS
Russia,1976,titanium ores and concentrates,0,BGS
Russia,1977,Ilmenite,0,BGS
Russia,1977,titanium ores and concentrates,0,BGS
Russia,1978,Ilmenite,0,BGS
Russia,1978,titanium ores and concentrates,0,BGS
Russia,1979,Ilmenite,0,BGS
Russia,1979,titanium ores and concentrates,0,BGS
Russia,1980,Ilmenite,0,BGS
Russia,1980,titanium ores and concentrates,0,BGS
Russia,1981,Ilmenite,0,BGS
Russia,1981,titanium ores and concentrates,0,BGS
Russia,1982,Ilmenite,0,BGS
Russia,1982,titanium ores and concentrates,0,BGS
Russia,1983,Ilmenite,0,BGS
Russia,1983,titanium ores and concentrates,0,BGS
Russia,1984,Ilmenite,0,BGS
Russia,1984,titanium ores and concentrates,0,BGS
Russia,1985,Ilmenite,0,BGS
Russia,1985,titanium ores and concentrates,0,BGS
Russia,1986,Ilmenite,0,BGS
Russia,1986,titanium ores and concentrates,0,BGS
Russia,1987,Ilmenite,0,BGS
Russia,1987,titanium ores and concentrates,0,BGS
Russia,1988,Ilmenite,0,BGS
Russia,1988,titanium ores and concentrates,0,BGS
Russia,1989,Ilmenite,0,BGS
Russia,1989,titanium ores and concentrates,0,BGS
Russia,1990,Ilmenite,0,BGS
Russia,1990,titanium ores and concentrates,0,BGS
Russia,1991,Ilmenite,0,BGS
Russia,1991,titanium ores and concentrates,0,BGS
Russia,1992,Ilmenite,0,BGS
Russia,1992,titanium ores and concentrates,0,BGS
Russia,1993,Ilmenite,14000,BGS
Russia,1993,titanium ores and concentrates,14000,BGS
Russia,1994,Ilmenite,7000,BGS
Russia,1994,titanium ores and concentrates,7000,BGS
Russia,1995,Ilmenite,0,BGS
Russia,1995,titanium ores and concentrates,0,BGS
Russia,1996,Ilmenite,0,BGS
Russia,1996,titanium ores and concentrates,0,BGS
Russia,1997,Ilmenite,0,BGS
Russia,1997,titanium ores and concentrates,0,BGS
Russia,1998,Ilmenite,0,BGS
Russia,1998,titanium ores and concentrates,0,BGS
Russia,1999,Ilmenite,0,BGS
Russia,1999,titanium ores and concentrates,0,BGS
Russia,2000,Ilmenite,0,BGS
Russia,2000,titanium ores and concentrates,0,BGS
Russia,2001,Ilmenite,0,BGS
Russia,2001,titanium ores and concentrates,0,BGS
Russia,2002,Ilmenite,0,BGS
Russia,2002,titanium ores and concentrates,0,BGS
Russia,2003,Ilmenite,0,BGS
Russia,2003,titanium ores and concentrates,0,BGS
Russia,2004,Ilmenite,0,BGS
Russia,2004,titanium ores and concentrates,0,BGS
Russia,2005,Ilmenite,0,BGS
Russia,2005,titanium ores and concentrates,0,BGS
Russia,2006,Ilmenite,0,BGS
Russia,2006,titanium ores and concentrates,0,BGS
Russia,2007,Ilmenite,0,BGS
Russia,2007,titanium ores and concentrates,0,BGS
Russia,2008,Ilmenite,0,BGS
Russia,2008,titanium ores and concentrates,0,BGS
Russia,2009,Ilmenite,0,BGS
Russia,2009,titanium ores and concentrates,0,BGS
Russia,2010,Ilmenite,2500,BGS
Russia,2010,titanium ores and concentrates,2500,BGS
Russia,2011,Ilmenite,63490,BGS
Russia,2011,titanium ores and concentrates,63490,BGS
Russia,2012,Ilmenite,125095,BGS
Russia,2012,titanium ores and concentrates,125095,BGS
Russia,2013,Ilmenite,150458,BGS
Russia,2013,titanium ores and concentrates,150458,BGS
Russia,2014,Ilmenite,178426,BGS
Russia,2014,titanium ores and concentrates,178426,BGS
Russia,2015,Ilmenite,193236,BGS
Russia,2015,titanium ores and concentrates,193236,BGS
Russia,2016,Ilmenite,60000,BGS
Russia,2016,titanium ores and concentrates,60000,BGS
Russia,2017,Ilmenite,0,BGS
Russia,2017,titanium ores and concentrates,0,BGS
Russia,2018,Ilmenite,0,BGS
Russia,2018,titanium ores and concentrates,0,BGS
Russia,2019,Ilmenite,0,BGS
Russia,2019,titanium ores and concentrates,0,BGS
Russia,2020,Ilmenite,0,BGS
Russia,2020,titanium ores and concentrates,0,BGS
Russia,2021,Ilmenite,1961,BGS
Russia,2021,titanium ores and concentrates,1961,BGS
Russia,2022,Ilmenite,1532,BGS
Russia,2022,titanium ores and concentrates,1532,BGS
Saudi Arabia,1970,Ilmenite,0,BGS
Saudi Arabia,1970,titanium ores and concentrates,0,BGS
Saudi Arabia,1971,Ilmenite,0,BGS
Saudi Arabia,1971,titanium ores and concentrates,0,BGS
Saudi Arabia,1972,Ilmenite,0,BGS
Saudi Arabia,1972,titanium ores and concentrates,0,BGS
Saudi Arabia,1973,Ilmenite,0,BGS
Saudi Arabia,1973,titanium ores and concentrates,0,BGS
Saudi Arabia,1974,Ilmenite,0,BGS
Saudi Arabia,1974,titanium ores and concentrates,0,BGS
Saudi Arabia,1975,Ilmenite,0,BGS
Saudi Arabia,1975,titanium ores and concentrates,0,BGS
Saudi Arabia,1976,Ilmenite,0,BGS
Saudi Arabia,1976,titanium ores and concentrates,0,BGS
Saudi Arabia,1977,Ilmenite,0,BGS
Saudi Arabia,1977,titanium ores and concentrates,0,BGS
Saudi Arabia,1978,Ilmenite,0,BGS
Saudi Arabia,1978,titanium ores and concentrates,0,BGS
Saudi Arabia,1979,Ilmenite,0,BGS
Saudi Arabia,1979,titanium ores and concentrates,0,BGS
Saudi Arabia,1980,Ilmenite,0,BGS
Saudi Arabia,1980,titanium ores and concentrates,0,BGS
Saudi Arabia,1981,Ilmenite,0,BGS
Saudi Arabia,1981,titanium ores and concentrates,0,BGS
Saudi Arabia,1982,Ilmenite,0,BGS
Saudi Arabia,1982,titanium ores and concentrates,0,BGS
Saudi Arabia,1983,Ilmenite,0,BGS
Saudi Arabia,1983,titanium ores and concentrates,0,BGS
Saudi Arabia,1984,Ilmenite,0,BGS
Saudi Arabia,1984,titanium ores and concentrates,0,BGS
Saudi Arabia,1985,Ilmenite,0,BGS
Saudi Arabia,1985,titanium ores and concentrates,0,BGS
Saudi Arabia,1986,Ilmenite,0,BGS
Saudi Arabia,1986,titanium ores and concentrates,0,BGS
Saudi Arabia,1987,Ilmenite,0,BGS
Saudi Arabia,1987,titanium ores and concentrates,0,BGS
Saudi Arabia,1988,Ilmenite,0,BGS
Saudi Arabia,1988,titanium ores and concentrates,0,BGS
Saudi Arabia,1989,Ilmenite,0,BGS
Saudi Arabia,1989,titanium ores and concentrates,0,BGS
Saudi Arabia,1990,Ilmenite,0,BGS
Saudi Arabia,1990,titanium ores and concentrates,0,BGS
Saudi Arabia,1991,Ilmenite,0,BGS
Saudi Arabia,1991,titanium ores and concentrates,0,BGS
Saudi Arabia,1992,Ilmenite,0,BGS
Saudi Arabia,1992,titanium ores and concentrates,0,BGS
Saudi Arabia,1993,Ilmenite,0,BGS
Saudi Arabia,1993,titanium ores and concentrates,0,BGS
Saudi Arabia,1994,Ilmenite,0,BGS
Saudi Arabia,1994,titanium ores and concentrates,0,BGS
Saudi Arabia,1995,Ilmenite,0,BGS
Saudi Arabia,1995,titanium ores and concentrates,0,BGS
Saudi Arabia,1996,Ilmenite,0,BGS
Saudi Arabia,1996,titanium ores and concentrates,0,BGS
Saudi Arabia,1997,Ilmenite,0,BGS
Saudi Arabia,1997,titanium ores and concentrates,0,BGS
Saudi Arabia,1998,Ilmenite,0,BGS
Saudi Arabia,1998,titanium ores and concentrates,0,BGS
Saudi Arabia,1999,Ilmenite,0,BGS
Saudi Arabia,1999,titanium ores and concentrates,0,BGS
Saudi Arabia,2000,Ilmenite,0,BGS
Saudi Arabia,2000,titanium ores and concentrates,0,BGS
Saudi Arabia,2001,Ilmenite,0,BGS
Saudi Arabia,2001,titanium ores and concentrates,0,BGS
Saudi Arabia,2002,Ilmenite,0,BGS
Saudi Arabia,2002,titanium ores and concentrates,0,BGS
Saudi Arabia,2003,Ilmenite,0,BGS
Saudi Arabia,2003,titanium ores and concentrates,0,BGS
Saudi Arabia,2004,Ilmenite,0,BGS
Saudi Arabia,2004,titanium ores and concentrates,0,BGS
Saudi Arabia,2005,Ilmenite,0,BGS
Saudi Arabia,2005,titanium ores and concentrates,0,BGS
Saudi Arabia,2006,Ilmenite,0,BGS
Saudi Arabia,2006,titanium ores and concentrates,0,BGS
Saudi Arabia,2007,Ilmenite,0,BGS
Saudi Arabia,2007,titanium ores and concentrates,0,BGS
Saudi Arabia,2008,Ilmenite,0,BGS
Saudi Arabia,2008,titanium ores and concentrates,0,BGS
Saudi Arabia,2009,Ilmenite,0,BGS
Saudi Arabia,2009,titanium ores and concentrates,0,BGS
Saudi Arabia,2010,Ilmenite,0,BGS
Saudi Arabia,2010,titanium ores and concentrates,0,BGS
Saudi Arabia,2011,Ilmenite,0,BGS
Saudi Arabia,2011,titanium ores and concentrates,0,BGS
Saudi Arabia,2012,Ilmenite,0,BGS
Saudi Arabia,2012,titanium ores and concentrates,0,BGS
Saudi Arabia,2013,Ilmenite,0,BGS
Saudi Arabia,2013,titanium ores and concentrates,0,BGS
Saudi Arabia,2014,Ilmenite,0,BGS
Saudi Arabia,2014,titanium ores and concentrates,0,BGS
Saudi Arabia,2015,Ilmenite,0,BGS
Saudi Arabia,2015,titanium ores and concentrates,0,BGS
Saudi Arabia,2016,Ilmenite,0,BGS
Saudi Arabia,2016,titanium ores and concentrates,0,BGS
Saudi Arabia,2017,Ilmenite,0,BGS
Saudi Arabia,2017,titanium ores and concentrates,0,BGS
Saudi Arabia,2018,Ilmenite,500,BGS
Saudi Arabia,2018,titanium ores and concentrates,500,BGS
Saudi Arabia,2019,Ilmenite,100,BGS
Saudi Arabia,2019,titanium ores and concentrates,100,BGS
Saudi Arabia,2020,Ilmenite,2800,BGS
Saudi Arabia,2020,titanium ores and concentrates,2800,BGS
Saudi Arabia,2021,Ilmenite,3700,BGS
Saudi Arabia,2021,titanium ores and concentrates,3700,BGS
Saudi Arabia,2022,Ilmenite,9700,BGS
Saudi Arabia,2022,titanium ores and concentrates,9700,BGS
Senegal,1970,Ilmenite,0,BGS
Senegal,1970,titanium ores and concentrates,0,BGS
Senegal,1971,Ilmenite,0,BGS
Senegal,1971,titanium ores and concentrates,0,BGS
Senegal,1972,Ilmenite,0,BGS
Senegal,1972,titanium ores and concentrates,0,BGS
Senegal,1973,Ilmenite,0,BGS
Senegal,1973,titanium ores and concentrates,0,BGS
Senegal,1974,Ilmenite,0,BGS
Senegal,1974,titanium ores and concentrates,0,BGS
Senegal,1975,Ilmenite,0,BGS
Senegal,1975,titanium ores and concentrates,0,BGS
Senegal,1976,Ilmenite,0,BGS
Senegal,1976,titanium ores and concentrates,0,BGS
Senegal,1977,Ilmenite,0,BGS
Senegal,1977,titanium ores and concentrates,0,BGS
Senegal,1978,Ilmenite,0,BGS
Senegal,1978,titanium ores and concentrates,0,BGS
Senegal,1979,Ilmenite,0,BGS
Senegal,1979,titanium ores and concentrates,0,BGS
Senegal,1980,Ilmenite,0,BGS
Senegal,1980,titanium ores and concentrates,0,BGS
Senegal,1981,Ilmenite,0,BGS
Senegal,1981,titanium ores and concentrates,0,BGS
Senegal,1982,Ilmenite,0,BGS
Senegal,1982,titanium ores and concentrates,0,BGS
Senegal,1983,Ilmenite,0,BGS
Senegal,1983,titanium ores and concentrates,0,BGS
Senegal,1984,Ilmenite,0,BGS
Senegal,1984,titanium ores and concentrates,0,BGS
Senegal,1985,Ilmenite,0,BGS
Senegal,1985,titanium ores and concentrates,0,BGS
Senegal,1986,Ilmenite,0,BGS
Senegal,1986,titanium ores and concentrates,0,BGS
Senegal,1987,Ilmenite,0,BGS
Senegal,1987,titanium ores and concentrates,0,BGS
Senegal,1988,Ilmenite,0,BGS
Senegal,1988,titanium ores and concentrates,0,BGS
Senegal,1989,Ilmenite,0,BGS
Senegal,1989,titanium ores and concentrates,0,BGS
Senegal,1990,Ilmenite,0,BGS
Senegal,1990,titanium ores and concentrates,0,BGS
Senegal,1991,Ilmenite,0,BGS
Senegal,1991,titanium ores and concentrates,0,BGS
Senegal,1992,Ilmenite,0,BGS
Senegal,1992,titanium ores and concentrates,0,BGS
Senegal,1993,Ilmenite,0,BGS
Senegal,1993,titanium ores and concentrates,0,BGS
Senegal,1994,Ilmenite,0,BGS
Senegal,1994,titanium ores and concentrates,0,BGS
Senegal,1995,Ilmenite,0,BGS
Senegal,1995,titanium ores and concentrates,0,BGS
Senegal,1996,Ilmenite,0,BGS
Senegal,1996,titanium ores and concentrates,0,BGS
Senegal,1997,Ilmenite,0,BGS
Senegal,1997,titanium ores and concentrates,0,BGS
Senegal,1998,Ilmenite,0,BGS
Senegal,1998,titanium ores and concentrates,0,BGS
Senegal,1999,Ilmenite,0,BGS
Senegal,1999,titanium ores and concentrates,0,BGS
Senegal,2000,Ilmenite,0,BGS
Senegal,2000,Leucoxene + Rutile,0,BGS
Senegal,2000,titanium ores and concentrates,0,BGS
Senegal,2001,Ilmenite,0,BGS
Senegal,2001,Leucoxene + Rutile,0,BGS
Senegal,2001,titanium ores and concentrates,0,BGS
Senegal,2002,Ilmenite,0,BGS
Senegal,2002,Leucoxene + Rutile,0,BGS
Senegal,2002,titanium ores and concentrates,0,BGS
Senegal,2003,Ilmenite,0,BGS
Senegal,2003,Leucoxene + Rutile,0,BGS
Senegal,2003,titanium ores and concentrates,0,BGS
Senegal,2004,Ilmenite,0,BGS
Senegal,2004,Leucoxene + Rutile,0,BGS
Senegal,2004,titanium ores and concentrates,0,BGS
Senegal,2005,Ilmenite,0,BGS
Senegal,2005,Leucoxene + Rutile,0,BGS
Senegal,2005,titanium ores and concentrates,0,BGS
Senegal,2006,Ilmenite,0,BGS
Senegal,2006,Leucoxene + Rutile,0,BGS
Senegal,2006,titanium ores and concentrates,0,BGS
Senegal,2007,Ilmenite,0,BGS
Senegal,2007,Leucoxene + Rutile,0,BGS
Senegal,2007,titanium ores and concentrates,0,BGS
Senegal,2008,Ilmenite,0,BGS
Senegal,2008,Leucoxene + Rutile,0,BGS
Senegal,2008,titanium ores and concentrates,0,BGS
Senegal,2009,Ilmenite,0,BGS
Senegal,2009,Leucoxene + Rutile,0,BGS
Senegal,2009,titanium ores and concentrates,0,BGS
Senegal,2010,Ilmenite,0,BGS
Senegal,2010,Leucoxene + Rutile,0,BGS
Senegal,2010,titanium ores and concentrates,0,BGS
Senegal,2011,Ilmenite,0,BGS
Senegal,2011,Leucoxene + Rutile,0,BGS
Senegal,2011,titanium ores and concentrates,0,BGS
Senegal,2012,Ilmenite,0,BGS
Senegal,2012,Leucoxene + Rutile,0,BGS
Senegal,2012,titanium ores and concentrates,0,BGS
Senegal,2013,Ilmenite,0,BGS
Senegal,2013,Leucoxene + Rutile,0,BGS
Senegal,2013,titanium ores and concentrates,0,BGS
Senegal,2014,Ilmenite,100590,BGS
Senegal,2014,Leucoxene + Rutile,663,BGS
Senegal,2014,titanium ores and concentrates,101253,BGS
Senegal,2015,Ilmenite,427690,BGS
Senegal,2015,Leucoxene + Rutile,5311,BGS
Senegal,2015,titanium ores and concentrates,433001,BGS
Senegal,2016,Ilmenite,416249,BGS
Senegal,2016,Leucoxene + Rutile,9664,BGS
Senegal,2016,titanium ores and concentrates,425913,BGS
Senegal,2017,Ilmenite,492441,BGS
Senegal,2017,Leucoxene + Rutile,9975,BGS
Senegal,2017,titanium ores and concentrates,502416,BGS
Senegal,2018,Ilmenite,506938,BGS
Senegal,2018,Leucoxene + Rutile,9605,BGS
Senegal,2018,titanium ores and concentrates,516543,BGS
Senegal,2019,Ilmenite,491602,BGS
Senegal,2019,Leucoxene + Rutile,10130,BGS
Senegal,2019,titanium ores and concentrates,501732,BGS
Senegal,2020,Ilmenite,505000,BGS
Senegal,2020,Leucoxene + Rutile,9500,BGS
Senegal,2020,titanium ores and concentrates,514500,BGS
Senegal,2021,Ilmenite,723600,BGS
Senegal,2021,Leucoxene + Rutile,16400,BGS
Senegal,2021,titanium ores and concentrates,740000,BGS
Senegal,2022,Ilmenite,742000,BGS
Senegal,2022,Leucoxene + Rutile,10487,BGS
Senegal,2022,titanium ores and concentrates,752487,BGS
Sierra Leone,1970,Ilmenite,0,BGS
Sierra Leone,1970,Rutile,44056,BGS
Sierra Leone,1970,titanium ores and concentrates,44056,BGS
Sierra Leone,1971,Ilmenite,0,BGS
Sierra Leone,1971,Rutile,11932,BGS
Sierra Leone,1971,titanium ores and concentrates,11932,BGS
Sierra Leone,1972,Ilmenite,0,BGS
Sierra Leone,1972,Rutile,0,BGS
Sierra Leone,1972,titanium ores and concentrates,0,BGS
Sierra Leone,1973,Ilmenite,0,BGS
Sierra Leone,1973,Rutile,0,BGS
Sierra Leone,1973,titanium ores and concentrates,0,BGS
Sierra Leone,1974,Ilmenite,0,BGS
Sierra Leone,1974,Rutile,0,BGS
Sierra Leone,1974,titanium ores and concentrates,0,BGS
Sierra Leone,1975,Ilmenite,0,BGS
Sierra Leone,1975,Rutile,0,BGS
Sierra Leone,1975,titanium ores and concentrates,0,BGS
Sierra Leone,1976,Ilmenite,0,BGS
Sierra Leone,1976,Rutile,0,BGS
Sierra Leone,1976,titanium ores and concentrates,0,BGS
Sierra Leone,1977,Ilmenite,0,BGS
Sierra Leone,1977,Rutile,0,BGS
Sierra Leone,1977,titanium ores and concentrates,0,BGS
Sierra Leone,1978,Ilmenite,0,BGS
Sierra Leone,1978,Rutile,0,BGS
Sierra Leone,1978,titanium ores and concentrates,0,BGS
Sierra Leone,1979,Ilmenite,0,BGS
Sierra Leone,1979,Rutile,7500,BGS
Sierra Leone,1979,titanium ores and concentrates,7500,BGS
Sierra Leone,1980,Ilmenite,0,BGS
Sierra Leone,1980,Rutile,45440,BGS
Sierra Leone,1980,titanium ores and concentrates,45440,BGS
Sierra Leone,1981,Ilmenite,50795,BGS
Sierra Leone,1981,Rutile,0,BGS
Sierra Leone,1981,titanium ores and concentrates,50795,BGS
Sierra Leone,1982,Ilmenite,46576,BGS
Sierra Leone,1982,Rutile,0,BGS
Sierra Leone,1982,titanium ores and concentrates,46576,BGS
Sierra Leone,1983,Ilmenite,0,BGS
Sierra Leone,1983,Rutile,71801,BGS
Sierra Leone,1983,titanium ores and concentrates,71801,BGS
Sierra Leone,1984,Ilmenite,0,BGS
Sierra Leone,1984,Rutile,91289,BGS
Sierra Leone,1984,titanium ores and concentrates,91289,BGS
Sierra Leone,1985,Ilmenite,0,BGS
Sierra Leone,1985,Rutile,80611,BGS
Sierra Leone,1985,titanium ores and concentrates,80611,BGS
Sierra Leone,1986,Ilmenite,0,BGS
Sierra Leone,1986,Rutile,97101,BGS
Sierra Leone,1986,titanium ores and concentrates,97101,BGS
Sierra Leone,1987,Ilmenite,5600,BGS
Sierra Leone,1987,Rutile,113111,BGS
Sierra Leone,1987,titanium ores and concentrates,118711,BGS
Sierra Leone,1988,Ilmenite,42118,BGS
Sierra Leone,1988,Rutile,126332,BGS
Sierra Leone,1988,titanium ores and concentrates,168450,BGS
Sierra Leone,1989,Ilmenite,62310,BGS
Sierra Leone,1989,Rutile,128198,BGS
Sierra Leone,1989,titanium ores and concentrates,190508,BGS
Sierra Leone,1990,Ilmenite,54639,BGS
Sierra Leone,1990,Rutile,144401,BGS
Sierra Leone,1990,titanium ores and concentrates,199040,BGS
Sierra Leone,1991,Ilmenite,60371,BGS
Sierra Leone,1991,Rutile,154800,BGS
Sierra Leone,1991,titanium ores and concentrates,215171,BGS
Sierra Leone,1992,Ilmenite,60331,BGS
Sierra Leone,1992,Rutile,149000,BGS
Sierra Leone,1992,titanium ores and concentrates,209331,BGS
Sierra Leone,1993,Ilmenite,64400,BGS
Sierra Leone,1993,Rutile,150332,BGS
Sierra Leone,1993,titanium ores and concentrates,214732,BGS
Sierra Leone,1994,Ilmenite,53500,BGS
Sierra Leone,1994,Rutile,144312,BGS
Sierra Leone,1994,titanium ores and concentrates,197812,BGS
Sierra Leone,1995,Ilmenite,0,BGS
Sierra Leone,1995,Rutile,0,BGS
Sierra Leone,1995,titanium ores and concentrates,0,BGS
Sierra Leone,1996,Ilmenite,0,BGS
Sierra Leone,1996,Rutile,0,BGS
Sierra Leone,1996,titanium ores and concentrates,0,BGS
Sierra Leone,1997,Ilmenite,0,BGS
Sierra Leone,1997,Rutile,0,BGS
Sierra Leone,1997,titanium ores and concentrates,0,BGS
Sierra Leone,1998,Ilmenite,0,BGS
Sierra Leone,1998,Rutile,0,BGS
Sierra Leone,1998,titanium ores and concentrates,0,BGS
Sierra Leone,1999,Ilmenite,0,BGS
Sierra Leone,1999,Rutile,0,BGS
Sierra Leone,1999,titanium ores and concentrates,0,BGS
Sierra Leone,2000,Ilmenite,0,BGS
Sierra Leone,2000,Rutile,0,BGS
Sierra Leone,2000,titanium ores and concentrates,0,BGS
Sierra Leone,2001,Ilmenite,0,BGS
Sierra Leone,2001,Rutile,0,BGS
Sierra Leone,2001,titanium ores and concentrates,0,BGS
Sierra Leone,2002,Ilmenite,0,BGS
Sierra Leone,2002,Rutile,0,BGS
Sierra Leone,2002,titanium ores and concentrates,0,BGS
Sierra Leone,2003,Ilmenite,0,BGS
Sierra Leone,2003,Rutile,0,BGS
Sierra Leone,2003,titanium ores and concentrates,0,BGS
Sierra Leone,2004,Ilmenite,0,BGS
Sierra Leone,2004,Rutile,0,BGS
Sierra Leone,2004,titanium ores and concentrates,0,BGS
Sierra Leone,2005,Ilmenite,0,BGS
Sierra Leone,2005,Rutile,0,BGS
Sierra Leone,2005,titanium ores and concentrates,0,BGS
Sierra Leone,2006,Ilmenite,13819,BGS
Sierra Leone,2006,Rutile,73600,BGS
Sierra Leone,2006,titanium ores and concentrates,87419,BGS
Sierra Leone,2007,Ilmenite,15750,BGS
Sierra Leone,2007,Rutile,82805,BGS
Sierra Leone,2007,titanium ores and concentrates,98555,BGS
Sierra Leone,2008,Ilmenite,17260,BGS
Sierra Leone,2008,Rutile,78910,BGS
Sierra Leone,2008,titanium ores and concentrates,96170,BGS
Sierra Leone,2009,Ilmenite,15200,BGS
Sierra Leone,2009,Rutile,63860,BGS
Sierra Leone,2009,titanium ores and concentrates,79060,BGS
Sierra Leone,2010,Ilmenite,18206,BGS
Sierra Leone,2010,Rutile,68198,BGS
Sierra Leone,2010,titanium ores and concentrates,86404,BGS
Sierra Leone,2011,Ilmenite,14576,BGS
Sierra Leone,2011,Rutile,67970,BGS
Sierra Leone,2011,titanium ores and concentrates,82546,BGS
Sierra Leone,2012,Ilmenite,21400,BGS
Sierra Leone,2012,Rutile,94490,BGS
Sierra Leone,2012,titanium ores and concentrates,115890,BGS
Sierra Leone,2013,Ilmenite,32350,BGS
Sierra Leone,2013,Rutile,120350,BGS
Sierra Leone,2013,titanium ores and concentrates,152700,BGS
Sierra Leone,2014,Ilmenite,35839,BGS
Sierra Leone,2014,Rutile,115078,BGS
Sierra Leone,2014,titanium ores and concentrates,150917,BGS
Sierra Leone,2015,Ilmenite,48420,BGS
Sierra Leone,2015,Rutile,126021,BGS
Sierra Leone,2015,titanium ores and concentrates,174441,BGS
Sierra Leone,2016,Ilmenite,28102,BGS
Sierra Leone,2016,Rutile,148541,BGS
Sierra Leone,2016,titanium ores and concentrates,176643,BGS
Sierra Leone,2017,Ilmenite,57040,BGS
Sierra Leone,2017,Rutile,165470,BGS
Sierra Leone,2017,titanium ores and concentrates,222510,BGS
Sierra Leone,2018,Ilmenite,49510,BGS
Sierra Leone,2018,Rutile,108320,BGS
Sierra Leone,2018,titanium ores and concentrates,157830,BGS
Sierra Leone,2019,Ilmenite,63350,BGS
Sierra Leone,2019,Rutile,136790,BGS
Sierra Leone,2019,titanium ores and concentrates,200140,BGS
Sierra Leone,2020,Ilmenite,50963,BGS
Sierra Leone,2020,Rutile,116569,BGS
Sierra Leone,2020,titanium ores and concentrates,167532,BGS
Sierra Leone,2021,Ilmenite,53802,BGS
Sierra Leone,2021,Rutile,131311,BGS
Sierra Leone,2021,titanium ores and concentrates,185113,BGS
