Country,Year,Sub-commodity,Quantity in metric tons,Source
Vietnam,2006,titanium ores and concentrates,605437,BGS
Vietnam,2007,Ilmenite,653000,BGS
Vietnam,2007,Rutile,574,BGS
Vietnam,2007,titanium ores and concentrates,653574,BGS
Vietnam,2008,Ilmenite,710000,BGS
Vietnam,2008,Rutile,681,BGS
Vietnam,2008,titanium ores and concentrates,710681,BGS
Vietnam,2009,Ilmenite,700000,BGS
Vietnam,2009,Rutile,631,BGS
Vietnam,2009,titanium ores and concentrates,700631,BGS
Vietnam,2010,Ilmenite,586800,BGS
Vietnam,2010,Rutile,0,BGS
Vietnam,2010,titanium ores and concentrates,586800,BGS
Vietnam,2011,Ilmenite,760000,BGS
Vietnam,2011,Rutile,0,BGS
Vietnam,2011,titanium ores and concentrates,760000,BGS
Vietnam,2012,Ilmenite,978300,BGS
Vietnam,2012,Rutile,0,BGS
Vietnam,2012,titanium ores and concentrates,978300,BGS
Vietnam,2013,Ilmenite,1025800,BGS
Vietnam,2013,Rutile,0,BGS
Vietnam,2013,titanium ores and concentrates,1025800,BGS
Vietnam,2014,Ilmenite,558000,BGS
Vietnam,2014,Rutile,0,BGS
Vietnam,2014,titanium ores and concentrates,558000,BGS
Vietnam,2015,Ilmenite,237700,BGS
Vietnam,2015,Rutile,0,BGS
Vietnam,2015,titanium ores and concentrates,237700,BGS
Vietnam,2016,Ilmenite,210800,BGS
Vietnam,2016,Rutile,0,BGS
Vietnam,2016,titanium ores and concentrates,210800,BGS
Vietnam,2017,Ilmenite,225300,BGS
Vietnam,2017,Rutile,0,BGS
Vietnam,2017,titanium ores and concentrates,225300,BGS
Vietnam,2018,Ilmenite,235126,BGS
Vietnam,2018,Rutile,0,BGS
Vietnam,2018,titanium ores and concentrates,235126,BGS
Vietnam,2019,Ilmenite,216700,BGS
Vietnam,2019,Rutile,0,BGS
Vietnam,2019,titanium ores and concentrates,216700,BGS
Vietnam,2020,Ilmenite,268800,BGS
Vietnam,2020,Rutile,0,BGS
Vietnam,2020,titanium ores and concentrates,268800,BGS
Vietnam,2021,Ilmenite,300000,BGS
Vietnam,2021,Rutile,0,BGS
Vietnam,2021,titanium ores and concentrates,300000,BGS
Vietnam,2022,Ilmenite,331500,BGS
Vietnam,2022,Rutile,0,BGS
Vietnam,2022,titanium ores and concentrates,331500,BGS
worldwide,1970,Ilmenite,4507327,BGS
worldwide,1970,Leucoxene,10593,BGS
worldwide,1970,Rutile,419819,BGS
worldwide,1970,titanium ores and concentrates,4941122,BGS
worldwide,1971,Ilmenite,4327020,BGS
worldwide,1971,Leucoxene,14560,BGS
worldwide,1971,Rutile,392123,BGS
worldwide,1971,titanium ores and concentrates,4736969,BGS
worldwide,1972,Ilmenite,4329136,BGS
worldwide,1972,Leucoxene,10730,BGS
worldwide,1972,Rutile,318671,BGS
worldwide,1972,titanium ores and concentrates,4661404,BGS
worldwide,1973,Ilmenite,4600217,BGS
worldwide,1973,Leucoxene,11097,BGS
worldwide,1973,Rutile,341061,BGS
worldwide,1973,titanium ores and concentrates,4954491,BGS
worldwide,1974,Ilmenite,3019189,BGS
worldwide,1974,Leucoxene,14782,BGS
worldwide,1974,Rutile,327699,BGS
worldwide,1974,titanium ores and concentrates,3361944,BGS
worldwide,1975,Ilmenite,2769011,BGS
worldwide,1975,Leucoxene,16871,BGS
worldwide,1975,Rutile,355165,BGS
worldwide,1975,titanium ores and concentrates,3141259,BGS
worldwide,1976,Ilmenite,3255083,BGS
worldwide,1976,Leucoxene,12223,BGS
worldwide,1976,Rutile,406825,BGS
worldwide,1976,titanium ores and concentrates,3674498,BGS
worldwide,1977,Ilmenite,4761953,BGS
worldwide,1977,Leucoxene,10621,BGS
worldwide,1977,Rutile,342417,BGS
worldwide,1977,titanium ores and concentrates,5115220,BGS
worldwide,1978,Ilmenite,5303393,BGS
worldwide,1978,Leucoxene,16103,BGS
worldwide,1978,Rutile,285044,BGS
worldwide,1978,titanium ores and concentrates,5604791,BGS
worldwide,1979,Ilmenite,4570848,BGS
worldwide,1979,Leucoxene,22470,BGS
worldwide,1979,Rutile,313789,BGS
worldwide,1979,titanium ores and concentrates,4907375,BGS
worldwide,1980,Ilmenite,5584478,BGS
worldwide,1980,Leucoxene,23943,BGS
worldwide,1980,Rutile,387593,BGS
worldwide,1980,titanium ores and concentrates,6268556,BGS
worldwide,1981,Ilmenite,5723331,BGS
worldwide,1981,Leucoxene,19261,BGS
worldwide,1981,Rutile,263075,BGS
worldwide,1981,titanium ores and concentrates,6273546,BGS
worldwide,1982,Ilmenite,4663130,BGS
worldwide,1982,Leucoxene,19739,BGS
worldwide,1982,Rutile,246009,BGS
worldwide,1982,titanium ores and concentrates,5140350,BGS
worldwide,1983,Ilmenite,4768402,BGS
worldwide,1983,Leucoxene,13358,BGS
worldwide,1983,Rutile,261334,BGS
worldwide,1983,titanium ores and concentrates,5043341,BGS
worldwide,1984,Ilmenite,5454470,BGS
worldwide,1984,Leucoxene,32498,BGS
worldwide,1984,Rutile,284862,BGS
worldwide,1984,titanium ores and concentrates,5771994,BGS
worldwide,1985,Ilmenite,6291304,BGS
worldwide,1985,Leucoxene,14297,BGS
worldwide,1985,Rutile,318020,BGS
worldwide,1985,titanium ores and concentrates,6623848,BGS
worldwide,1986,Ilmenite,6688837,BGS
worldwide,1986,Leucoxene,14940,BGS
worldwide,1986,Rutile,338629,BGS
worldwide,1986,titanium ores and concentrates,7042638,BGS
worldwide,1987,Ilmenite,7194293,BGS
worldwide,1987,Leucoxene,12090,BGS
worldwide,1987,Rutile,383966,BGS
worldwide,1987,titanium ores and concentrates,7590490,BGS
worldwide,1988,Ilmenite,7196858,BGS
worldwide,1988,Leucoxene,14744,BGS
worldwide,1988,Rutile,392189,BGS
worldwide,1988,titanium ores and concentrates,7603850,BGS
worldwide,1989,Ilmenite,8120954,BGS
worldwide,1989,Leucoxene,18030,BGS
worldwide,1989,Rutile,399331,BGS
worldwide,1989,titanium ores and concentrates,8538396,BGS
worldwide,1990,Ilmenite,8666566,BGS
worldwide,1990,Leucoxene,19120,BGS
worldwide,1990,Rutile,483887,BGS
worldwide,1990,titanium ores and concentrates,9169616,BGS
worldwide,1991,Ilmenite,7228629,BGS
worldwide,1991,Leucoxene,20004,BGS
worldwide,1991,Rutile,449614,BGS
worldwide,1991,titanium ores and concentrates,7698256,BGS
worldwide,1992,Ilmenite,8427809,BGS
worldwide,1992,Leucoxene,20045,BGS
worldwide,1992,Rutile,481848,BGS
worldwide,1992,titanium ores and concentrates,8929702,BGS
worldwide,1993,Ilmenite,8447843,BGS
worldwide,1993,Leucoxene,21106,BGS
worldwide,1993,Rutile,515706,BGS
worldwide,1993,titanium ores and concentrates,8984655,BGS
worldwide,1994,Ilmenite,7886079,BGS
worldwide,1994,Leucoxene,33077,BGS
worldwide,1994,Rutile,565181,BGS
worldwide,1994,titanium ores and concentrates,8484337,BGS
worldwide,1995,Ilmenite,8055869,BGS
worldwide,1995,Leucoxene,31000,BGS
worldwide,1995,Rutile,423832,BGS
worldwide,1995,titanium ores and concentrates,8510701,BGS
worldwide,1996,Ilmenite,8454834,BGS
worldwide,1996,Leucoxene,30000,BGS
worldwide,1996,Rutile,307608,BGS
worldwide,1996,titanium ores and concentrates,8849442,BGS
worldwide,1997,Ilmenite,9211427,BGS
worldwide,1997,Leucoxene,32000,BGS
worldwide,1997,Rutile,367529,BGS
worldwide,1997,titanium ores and concentrates,9735136,BGS
worldwide,1998,Ilmenite,9931222,BGS
worldwide,1998,Leucoxene,32000,BGS
worldwide,1998,Rutile,491215,BGS
worldwide,1998,titanium ores and concentrates,10579437,BGS
worldwide,1999,Ilmenite,9495753,BGS
worldwide,1999,Leucoxene,33000,BGS
worldwide,1999,Rutile,436844,BGS
worldwide,1999,titanium ores and concentrates,10095597,BGS
worldwide,2000,Ilmenite,9392821,BGS
worldwide,2000,Leucoxene,37000,BGS
worldwide,2000,Rutile,484653,BGS
worldwide,2000,titanium ores and concentrates,10039474,BGS
worldwide,2001,Ilmenite,9771416,BGS
worldwide,2001,Leucoxene,30000,BGS
worldwide,2001,Rutile,499717,BGS
worldwide,2001,titanium ores and concentrates,10426133,BGS
worldwide,2002,Ilmenite,9540023,BGS
worldwide,2002,Leucoxene,38000,BGS
worldwide,2002,Rutile,483735,BGS
worldwide,2002,titanium ores and concentrates,10186758,BGS
worldwide,2003,Ilmenite,9346297,BGS
worldwide,2003,Leucoxene,57000,BGS
worldwide,2003,Rutile,374118,BGS
worldwide,2003,titanium ores and concentrates,9911715,BGS
worldwide,2004,Ilmenite,9899275,BGS
worldwide,2004,Leucoxene,44000,BGS
worldwide,2004,Rutile,375255,BGS
worldwide,2004,titanium ores and concentrates,10450200,BGS
worldwide,2005,Ilmenite,9441769,BGS
worldwide,2005,Leucoxene,62000,BGS
worldwide,2005,Rutile,404252,BGS
worldwide,2005,titanium ores and concentrates,10038021,BGS
worldwide,2006,Ilmenite,10712889,BGS
worldwide,2006,Leucoxene,135000,BGS
worldwide,2006,Rutile,529595,BGS
worldwide,2006,titanium ores and concentrates,11510984,BGS
worldwide,2007,Ilmenite,11123395,BGS
worldwide,2007,Leucoxene,164000,BGS
worldwide,2007,Rutile,605236,BGS
worldwide,2007,titanium ores and concentrates,12016331,BGS
worldwide,2008,Ilmenite,10808934,BGS
worldwide,2008,Leucoxene,126000,BGS
worldwide,2008,Rutile,623480,BGS
worldwide,2008,titanium ores and concentrates,11662414,BGS
worldwide,2009,Ilmenite,9705627,BGS
worldwide,2009,Leucoxene,137000,BGS
worldwide,2009,Rutile,573842,BGS
worldwide,2009,titanium ores and concentrates,10521469,BGS
worldwide,2010,Ilmenite,10250724,BGS
worldwide,2010,Leucoxene,160000,BGS
worldwide,2010,Rutile,750657,BGS
worldwide,2010,titanium ores and concentrates,11189381,BGS
worldwide,2011,Ilmenite,11048712,BGS
worldwide,2011,Leucoxene,200000,BGS
worldwide,2011,Rutile,778825,BGS
worldwide,2011,titanium ores and concentrates,12044558,BGS
worldwide,2012,Ilmenite,11189662,BGS
worldwide,2012,Leucoxene,228000,BGS
worldwide,2012,Rutile,789196,BGS
worldwide,2012,titanium ores and concentrates,12223858,BGS
worldwide,2013,Ilmenite,11879308,BGS
worldwide,2013,Leucoxene,225500,BGS
worldwide,2013,Rutile,645019,BGS
worldwide,2013,titanium ores and concentrates,12766827,BGS
worldwide,2014,Ilmenite,13745823,BGS
worldwide,2014,Leucoxene,241000,BGS
worldwide,2014,Rutile,787537,BGS
worldwide,2014,titanium ores and concentrates,14791360,BGS
worldwide,2015,Ilmenite,12905538,BGS
worldwide,2015,Leucoxene,246000,BGS
worldwide,2015,Rutile,691408,BGS
worldwide,2015,titanium ores and concentrates,13859946,BGS
worldwide,2016,Ilmenite,11720550,BGS
worldwide,2016,Leucoxene,73380,BGS
worldwide,2016,Rutile,704097,BGS
worldwide,2016,titanium ores and concentrates,12515027,BGS
worldwide,2017,Ilmenite,11920009,BGS
worldwide,2017,Leucoxene,57148,BGS
worldwide,2017,Rutile,711576,BGS
worldwide,2017,titanium ores and concentrates,12698133,BGS
worldwide,2018,Ilmenite,12236587,BGS
worldwide,2018,Leucoxene,69183,BGS
worldwide,2018,Rutile,673688,BGS
worldwide,2018,titanium ores and concentrates,12989458,BGS
worldwide,2019,Ilmenite,13120943,BGS
worldwide,2019,Leucoxene,46743,BGS
worldwide,2019,Rutile,652304,BGS
worldwide,2019,titanium ores and concentrates,13829990,BGS
worldwide,2020,Ilmenite,13109170,BGS
worldwide,2020,Leucoxene,79058,BGS
worldwide,2020,Rutile,587993,BGS
worldwide,2020,titanium ores and concentrates,13784221,BGS
worldwide,2021,Ilmenite,13711731,BGS
worldwide,2021,Leucoxene,31754,BGS
worldwide,2021,Rutile,595720,BGS
worldwide,2021,titanium ores and concentrates,14349205,BGS
worldwide,2022,Ilmenite,13218586,BGS
worldwide,2022,Leucoxene,38453,BGS
worldwide,2022,Rutile,596738,BGS
worldwide,2022,titanium ores and concentrates,13869777,BGS
