Country,Year,Sub-commodity,Production (tonnes),Source
Ukraine,1978,Zirconium Minerals,0,BGS
Ukraine,1979,Zirconium Minerals,0,BGS
Ukraine,1980,Zirconium Minerals,0,BGS
Ukraine,1981,Zirconium Minerals,0,BGS
Ukraine,1982,Zirconium Minerals,0,BGS
Ukraine,1983,Zirconium Minerals,0,BGS
Ukraine,1984,Zirconium Minerals,0,BGS
Ukraine,1985,Zirconium Minerals,0,BGS
Ukraine,1986,Zirconium Minerals,0,BGS
Ukraine,1987,Zirconium Minerals,0,BGS
Ukraine,1988,Zirconium Minerals,0,BGS
Ukraine,1989,Zirconium Minerals,0,BGS
Ukraine,1990,Zirconium Minerals,0,BGS
Ukraine,1991,Zirconium Minerals,0,BGS
Ukraine,1992,Zirconium Minerals,75000,BGS
Ukraine,1993,Zirconium Minerals,70000,BGS
Ukraine,1994,Zirconium Minerals,65000,BGS
Ukraine,1995,Zirconium Minerals,60000,BGS
Ukraine,1996,Zirconium Minerals,55000,BGS
Ukraine,1997,Zirconium Minerals,65000,BGS
Ukraine,1998,Zirconium Minerals,25000,BGS
Ukraine,1999,Zirconium Minerals,25000,BGS
Ukraine,2000,Zirconium Minerals,30000,BGS
Ukraine,2001,Zirconium Minerals,33600,BGS
Ukraine,2002,Zirconium Minerals,34300,BGS
Ukraine,2003,Zirconium Minerals,35000,BGS
Ukraine,2004,Zirconium Minerals,35000,BGS
Ukraine,2005,Zirconium Minerals,35000,BGS
Ukraine,2006,Zirconium Minerals,35000,BGS
Ukraine,2007,Zirconium Minerals,35000,BGS
Ukraine,2008,Zirconium Minerals,36000,BGS
Ukraine,2009,Zirconium Minerals,31000,BGS
Ukraine,2010,Zirconium Minerals,30000,BGS
Ukraine,2011,Zirconium Minerals,26000,BGS
Ukraine,2012,Zirconium Minerals,20000,BGS
Ukraine,2013,Zirconium Minerals,41000,BGS
Ukraine,2014,Zirconium Minerals,27000,BGS
Ukraine,2015,Zirconium Minerals,25000,BGS
Ukraine,2016,Zirconium Minerals,22000,BGS
Ukraine,2017,Zirconium Minerals,25000,BGS
Ukraine,2018,Zirconium Minerals,21614,BGS
Ukraine,2019,Zirconium Minerals,22000,BGS
Ukraine,2020,Zirconium Minerals,22000,BGS
Ukraine,2021,Zirconium Minerals,22000,BGS
Ukraine,2022,Zirconium Minerals,10000,BGS
USA,1970,Zirconium Minerals,75000,BGS
USA,1971,Zirconium Minerals,80000,BGS
USA,1972,Zirconium Minerals,90000,BGS
USA,1973,Zirconium Minerals,100000,BGS
USA,1974,Zirconium Minerals,110000,BGS
USA,1975,Zirconium Minerals,110000,BGS
USA,1976,Zirconium Minerals,90000,BGS
USA,1977,Zirconium Minerals,90000,BGS
USA,1978,Zirconium Minerals,80000,BGS
USA,1979,Zirconium Minerals,60000,BGS
USA,1980,Zirconium Minerals,60000,BGS
USA,1981,Zirconium Minerals,50000,BGS
USA,1982,Zirconium Minerals,50000,BGS
USA,1983,Zirconium Minerals,50000,BGS
USA,1984,Zirconium Minerals,60000,BGS
USA,1985,Zirconium Minerals,70000,BGS
USA,1986,Zirconium Minerals,85000,BGS
USA,1987,Zirconium Minerals,90000,BGS
USA,1988,Zirconium Minerals,114651,BGS
USA,1989,Zirconium Minerals,118388,BGS
USA,1990,Zirconium Minerals,102073,BGS
USA,1991,Zirconium Minerals,103140,BGS
USA,1992,Zirconium Minerals,108156,BGS
USA,1993,Zirconium Minerals,111000,BGS
USA,1994,Zirconium Minerals,120000,BGS
USA,1995,Zirconium Minerals,120000,BGS
USA,1996,Zirconium Minerals,120000,BGS
USA,1997,Zirconium Minerals,120000,BGS
USA,1998,Zirconium Minerals,150000,BGS
USA,1999,Zirconium Minerals,190000,BGS
USA,2000,Zirconium Minerals,180000,BGS
USA,2001,Zirconium Minerals,170000,BGS
USA,2002,Zirconium Minerals,132000,BGS
USA,2003,Zirconium Minerals,144000,BGS
USA,2004,Zirconium Minerals,172000,BGS
USA,2005,Zirconium Minerals,164000,BGS
USA,2006,Zirconium Minerals,143000,BGS
USA,2007,Zirconium Minerals,121000,BGS
USA,2008,Zirconium Minerals,122000,BGS
USA,2009,Zirconium Minerals,100000,BGS
USA,2010,Zirconium Minerals,110000,BGS
USA,2011,Zirconium Minerals,100000,BGS
USA,2012,Zirconium Minerals,90000,BGS
USA,2013,Zirconium Minerals,80000,BGS
USA,2014,Zirconium Minerals,70000,BGS
USA,2015,Zirconium Minerals,80000,BGS
USA,2016,Zirconium Minerals,80000,BGS
USA,2017,Zirconium Minerals,50000,BGS
USA,2018,Zirconium Minerals,100000,BGS
USA,2019,Zirconium Minerals,20000,BGS
USA,2020,Zirconium Minerals,20000,BGS
USA,2021,Zirconium Minerals,20000,BGS
USA,2022,Zirconium Minerals,100000,BGS
Vietnam,1970,Zirconium Minerals,0,BGS
Vietnam,1971,Zirconium Minerals,0,BGS
Vietnam,1972,Zirconium Minerals,0,BGS
Vietnam,1973,Zirconium Minerals,0,BGS
Vietnam,1974,Zirconium Minerals,0,BGS
Vietnam,1975,Zirconium Minerals,0,BGS
Vietnam,1976,Zirconium Minerals,0,BGS
Vietnam,1977,Zirconium Minerals,0,BGS
Vietnam,1978,Zirconium Minerals,0,BGS
Vietnam,1979,Zirconium Minerals,0,BGS
Vietnam,1980,Zirconium Minerals,0,BGS
Vietnam,1981,Zirconium Minerals,0,BGS
Vietnam,1982,Zirconium Minerals,0,BGS
Vietnam,1983,Zirconium Minerals,0,BGS
Vietnam,1984,Zirconium Minerals,0,BGS
Vietnam,1985,Zirconium Minerals,0,BGS
Vietnam,1986,Zirconium Minerals,0,BGS
Vietnam,1987,Zirconium Minerals,0,BGS
Vietnam,1988,Zirconium Minerals,0,BGS
Vietnam,1989,Zirconium Minerals,0,BGS
Vietnam,1990,Zirconium Minerals,0,BGS
Vietnam,1991,Zirconium Minerals,0,BGS
Vietnam,1992,Zirconium Minerals,0,BGS
Vietnam,1993,Zirconium Minerals,0,BGS
Vietnam,1994,Zirconium Minerals,0,BGS
Vietnam,1995,Zirconium Minerals,0,BGS
Vietnam,1996,Zirconium Minerals,0,BGS
Vietnam,1997,Zirconium Minerals,0,BGS
Vietnam,1998,Zirconium Minerals,0,BGS
Vietnam,1999,Zirconium Minerals,0,BGS
Vietnam,2000,Zirconium Minerals,4400,BGS
Vietnam,2001,Zirconium Minerals,8000,BGS
Vietnam,2002,Zirconium Minerals,10800,BGS
Vietnam,2003,Zirconium Minerals,21300,BGS
Vietnam,2004,Zirconium Minerals,40000,BGS
Vietnam,2005,Zirconium Minerals,29100,BGS
Vietnam,2006,Zirconium Minerals,23900,BGS
Vietnam,2007,Zirconium Minerals,24300,BGS
Vietnam,2008,Zirconium Minerals,25303,BGS
Vietnam,2009,Zirconium Minerals,19368,BGS
Vietnam,2010,Zirconium Minerals,23730,BGS
Vietnam,2011,Zirconium Minerals,24020,BGS
Vietnam,2012,Zirconium Minerals,21000,BGS
Vietnam,2013,Zirconium Minerals,7000,BGS
Vietnam,2014,Zirconium Minerals,7000,BGS
Vietnam,2015,Zirconium Minerals,1000,BGS
Vietnam,2016,Zirconium Minerals,6000,BGS
Vietnam,2017,Zirconium Minerals,0,BGS
Vietnam,2018,Zirconium Minerals,11000,BGS
Vietnam,2019,Zirconium Minerals,6200,BGS
Vietnam,2020,Zirconium Minerals,11000,BGS
Vietnam,2021,Zirconium Minerals,30000,BGS
Vietnam,2022,Zirconium Minerals,30000,BGS
